DISTRICT,DD000A00200022R,DD000AA1200022R,DD000AE2200022R,DD000AM0200022R,DD000AR0200022R,DD004AM0200022R,DD004AR0200022R,DD005AM0200022R,DD005AR0200022R,DD006AM0200022R,DD006AR0200022R,DD007AM0200022R,DD007AR0200022R,DD008AM0200022R,DD008AR0200022R,DD200A00200022R,DD200AA1200022R,DD200AE2200022R,DD200AM0200022R,DD200AR0200022R,DD204AM0200022R,DD204AR0200022R,DD205AM0200022R,DD205AR0200022R,DD206AM0200022R,DD206AR0200022R,DD207AM0200022R,DD207AR0200022R,DD208AM0200022R,DD208AR0200022R,DD300A00200022R,DD300AA1200022R,DD300AE2200022R,DD300AM0200022R,DD300AR0200022R,DD304AM0200022R,DD304AR0200022R,DD305AM0200022R,DD305AR0200022R,DD306AM0200022R,DD306AR0200022R,DD307AM0200022R,DD307AR0200022R,DD308AM0200022R,DD308AR0200022R,DD400A00200022R,DD400AA1200022R,DD400AE2200022R,DD400AM0200022R,DD400AR0200022R,DD404AM0200022R,DD404AR0200022R,DD405AM0200022R,DD405AR0200022R,DD406AM0200022R,DD406AR0200022R,DD407AM0200022R,DD407AR0200022R,DD408AM0200022R,DD408AR0200022R,DDA00A00200022R,DDA00AA1200022R,DDA00AE2200022R,DDA00AM0200022R,DDA00AR0200022R,DDA04AM0200022R,DDA04AR0200022R,DDA05AM0200022R,DDA05AR0200022R,DDA06AM0200022R,DDA06AR0200022R,DDA07AM0200022R,DDA07AR0200022R,DDA08AM0200022R,DDA08AR0200022R,DDB00A00200022R,DDB00AA1200022R,DDB00AE2200022R,DDB00AM0200022R,DDB00AR0200022R,DDB04AM0200022R,DDB04AR0200022R,DDB05AM0200022R,DDB05AR0200022R,DDB06AM0200022R,DDB06AR0200022R,DDB07AM0200022R,DDB07AR0200022R,DDB08AM0200022R,DDB08AR0200022R,DDE00A00200022R,DDE00AA1200022R,DDE00AE2200022R,DDE00AM0200022R,DDE00AR0200022R,DDE04AM0200022R,DDE04AR0200022R,DDE05AM0200022R,DDE05AR0200022R,DDE06AM0200022R,DDE06AR0200022R,DDE07AM0200022R,DDE07AR0200022R,DDE08AM0200022R,DDE08AR0200022R,DDF00A00200022R,DDF00AA1200022R,DDF00AE2200022R,DDF00AM0200022R,DDF00AR0200022R,DDF04AM0200022R,DDF04AR0200022R,DDF05AM0200022R,DDF05AR0200022R,DDF06AM0200022R,DDF06AR0200022R,DDF07AM0200022R,DDF07AR0200022R,DDF08AM0200022R,DDF08AR0200022R,DDH00A00200022R,DDH00AA1200022R,DDH00AE2200022R,DDH00AM0200022R,DDH00AR0200022R,DDH04AM0200022R,DDH04AR0200022R,DDH05AM0200022R,DDH05AR0200022R,DDH06AM0200022R,DDH06AR0200022R,DDH07AM0200022R,DDH07AR0200022R,DDH08AM0200022R,DDH08AR0200022R,DDI00A00200022R,DDI00AA1200022R,DDI00AE2200022R,DDI00AM0200022R,DDI00AR0200022R,DDI04AM0200022R,DDI04AR0200022R,DDI05AM0200022R,DDI05AR0200022R,DDI06AM0200022R,DDI06AR0200022R,DDI07AM0200022R,DDI07AR0200022R,DDI08AM0200022R,DDI08AR0200022R,DDM00A00200022R,DDM00AA1200022R,DDM00AE2200022R,DDM00AM0200022R,DDM00AR0200022R,DDM04AM0200022R,DDM04AR0200022R,DDM05AM0200022R,DDM05AR0200022R,DDM06AM0200022R,DDM06AR0200022R,DDM07AM0200022R,DDM07AR0200022R,DDM08AM0200022R,DDM08AR0200022R,DDR00A00200022R,DDR00AA1200022R,DDR00AE2200022R,DDR00AM0200022R,DDR00AR0200022R,DDR04AM0200022R,DDR04AR0200022R,DDR05AM0200022R,DDR05AR0200022R,DDR06AM0200022R,DDR06AR0200022R,DDR07AM0200022R,DDR07AR0200022R,DDR08AM0200022R,DDR08AR0200022R,DDS00A00200022R,DDS00AA1200022R,DDS00AE2200022R,DDS00AM0200022R,DDS00AR0200022R,DDS04AM0200022R,DDS04AR0200022R,DDS05AM0200022R,DDS05AR0200022R,DDS06AM0200022R,DDS06AR0200022R,DDS07AM0200022R,DDS07AR0200022R,DDS08AM0200022R,DDS08AR0200022R,DDW00A00200022R,DDW00AA1200022R,DDW00AE2200022R,DDW00AM0200022R,DDW00AR0200022R,DDW04AM0200022R,DDW04AR0200022R,DDW05AM0200022R,DDW05AR0200022R,DDW06AM0200022R,DDW06AR0200022R,DDW07AM0200022R,DDW07AR0200022R,DDW08AM0200022R,DDW08AR0200022R,DISTNAME,DNC00A00200022R,DNC00AA1200022R,DNC00AE2200022R,DNC00AM0200022R,DNC00AR0200022R,DNC04AM0200022R,DNC04AR0200022R,DNC05AM0200022R,DNC05AR0200022R,DNC06AM0200022R,DNC06AR0200022R,DNC07AM0200022R,DNC07AR0200022R,DNC08AM0200022R,DNC08AR0200022R,DNM00A00200022R,DNM00AA1200022R,DNM00AE2200022R,DNM00AM0200022R,DNM00AR0200022R,DNM04AM0200022R,DNM04AR0200022R,DNM05AM0200022R,DNM05AR0200022R,DNM06AM0200022R,DNM06AR0200022R,DNM07AM0200022R,DNM07AR0200022R,DNM08AM0200022R,DNM08AR0200022R,DNS00A00200022R,DNS00AA1200022R,DNS00AE2200022R,DNS00AM0200022R,DNS00AR0200022R,DNS04AM0200022R,DNS04AR0200022R,DNS05AM0200022R,DNS05AR0200022R,DNS06AM0200022R,DNS06AR0200022R,DNS07AM0200022R,DNS07AR0200022R,DNS08AM0200022R,DNS08AR0200022R
"'057919",73,71,-1,66,80,72,81,69,68,41,73,61,77,75,100,72,100,67,65,78,67,67,83,58,58,83,-1,100,-1,100,83,84,74,83,83,95,80,76,87,74,69,72,99,87,91,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,76,66,72,71,80,79,78,77,83,62,62,70,95,79,94,75,58,92,70,81,72,74,92,79,73,54,30,100,91,96,67,37,83,57,77,61,75,75,61,52,57,46,93,89,96,77,63,68,73,81,87,80,88,87,63,63,63,96,80,99,70,46,78,64,77,71,81,79,83,59,56,69,80,57,100,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,75,68,76,70,80,72,75,68,79,60,61,75,94,78,90,72,47,68,67,77,67,72,79,76,57,60,62,88,79,94,69,28,83,64,74,65,63,76,70,58,64,75,83,68,91,75,62,68,69,80,76,77,73,84,54,61,80,97,80,95,"SUNNYVALE ISD",77,68,71,73,81,82,80,80,81,62,64,75,96,75,94,74,57,80,67,79,70,70,70,87,61,54,56,91,90,94,81,-1,-1,81,80,-1,-1,-1,-1,-1,-1,-1,80,-1,-1
"'057922",83,78,77,81,85,79,84,87,95,64,68,82,93,85,88,81,88,75,82,79,86,85,76,83,89,63,77,90,79,85,89,96,76,91,88,91,88,91,97,77,77,89,98,89,92,86,-1,.,-1,-1,-1,-1,.,.,-1,-1,.,-1,-1,.,83,86,74,82,84,84,83,82,93,72,69,79,95,85,89,73,73,67,72,75,63,71,79,97,77,46,64,87,79,83,72,67,67,68,76,68,72,68,87,66,56,69,88,69,86,84,87,75,83,85,84,85,83,94,72,71,80,95,85,92,73,71,69,69,77,65,79,75,89,60,55,67,87,74,85,76,-1,-1,67,83,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,82,86,74,82,83,84,81,81,93,71,67,78,95,84,87,76,63,73,73,80,72,78,80,91,70,59,67,91,79,85,72,53,66,67,76,69,74,76,88,77,56,53,90,70,83,78,78,73,75,80,81,75,69,89,72,63,68,96,84,86,"COPPELL ISD",83,87,74,82,84,85,82,81,93,69,69,79,95,85,90,83,86,74,82,84,81,85,86,93,77,68,80,96,84,87,82,88,64,81,82,86,91,78,88,81,68,82,88,78,85
"'058902",50,.,-1,27,69,-1,-1,-1,-1,.,.,-1,-1,-1,-1,-1,.,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56,7,58,38,73,35,65,63,83,6,39,46,92,50,89,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,-1,-1,39,73,36,68,60,85,7,36,39,89,57,88,56,10,-1,37,76,29,71,92,83,-1,-1,45,90,-1,-1,60,8,-1,42,79,56,75,67,89,7,36,45,100,50,89,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56,-1,-1,40,71,42,58,44,83,10,50,-1,-1,67,83,55,7,-1,39,72,44,72,60,90,10,20,60,80,40,100,31,-1,.,14,50,-1,-1,-1,-1,-1,-1,.,.,.,-1,46,-1,-1,32,61,0,50,70,80,-1,-1,-1,-1,.,.,"DAWSON ISD",50,0,-1,32,69,40,50,72,89,7,43,-1,-1,40,80,62,-1,-1,45,78,31,75,50,75,-1,-1,61,89,-1,-1,33,.,.,-1,-1,.,.,.,.,-1,-1,.,.,-1,-1
"'058905",67,-1,.,69,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78,100,36,79,77,76,76,100,97,64,75,47,85,97,88,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75,-1,-1,86,64,71,71,100,90,-1,-1,-1,-1,90,80,79,100,33,81,77,78,61,100,95,36,71,65,95,100,89,73,100,-1,76,70,71,57,100,94,67,72,36,64,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,76,100,38,76,76,75,94,100,100,77,77,21,71,93,86,70,-1,.,67,73,50,67,100,92,-1,-1,-1,-1,-1,-1,71,.,-1,56,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81,100,45,82,80,80,90,100,100,67,75,55,100,100,82,"KLONDIKE ISD",80,100,45,82,78,87,80,100,96,62,71,57,89,96,83,66,-1,-1,62,69,-1,-1,-1,-1,70,90,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.
"'058906",59,50,-1,50,70,67,78,50,80,-1,-1,43,79,50,88,-1,.,-1,-1,-1,.,.,.,.,-1,-1,.,.,.,.,-1,-1,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,59,35,69,48,70,58,76,63,77,44,51,38,80,53,69,54,33,-1,41,68,-1,-1,80,80,-1,-1,40,60,-1,-1,59,32,70,47,70,58,77,63,81,41,48,42,76,52,68,59,38,73,47,71,54,80,60,80,34,33,39,80,57,74,59,35,70,48,69,60,76,66,76,43,47,36,81,52,67,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,58,32,64,49,69,63,71,67,74,52,64,37,79,49,65,55,28,64,44,67,53,74,67,79,39,48,35,71,49,66,47,14,55,37,58,39,57,80,70,61,58,25,67,22,47,60,31,65,45,75,50,80,38,81,50,69,50,77,-1,-1,"LAMESA ISD",59,35,72,47,71,54,75,69,81,46,51,34,80,52,67,59,32,54,51,68,71,79,32,61,38,50,56,78,58,81,59,.,.,38,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'058909",78,-1,-1,75,82,100,80,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74,88,71,74,74,92,67,75,94,50,58,67,92,70,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74,75,63,74,75,93,77,82,91,50,50,72,94,67,78,76,100,75,74,77,100,50,86,100,57,64,57,86,42,92,73,85,60,72,74,88,75,83,83,50,50,83,83,50,89,-1,.,.,-1,-1,.,.,.,.,-1,-1,.,.,-1,-1,73,82,68,74,72,89,75,67,89,47,56,80,100,89,72,75,-1,-1,72,78,93,63,85,90,50,64,63,94,50,94,66,.,-1,58,73,-1,-1,.,.,-1,-1,-1,-1,-1,-1,74,93,73,75,73,94,64,70,100,50,59,50,100,100,60,"SANDS CISD",76,89,75,76,75,89,61,79,100,62,59,65,90,69,77,68,-1,60,65,71,100,86,-1,-1,25,56,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.
"'059901",61,60,67,57,64,52,71,82,75,15,25,51,72,80,71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,54,60,56,65,55,68,82,76,19,31,44,78,79,76,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,60,51,59,56,65,57,69,83,76,18,31,43,77,77,76,62,56,64,57,67,55,70,88,75,21,31,39,80,82,81,56,50,60,50,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,52,57,55,63,56,65,76,77,17,32,49,75,76,71,62,43,57,57,66,55,70,82,75,25,34,45,76,77,74,60,38,60,56,64,52,79,73,61,45,39,52,63,70,79,60,58,62,58,62,.,.,.,.,.,.,.,.,.,.,"HEREFORD ISD",60,52,58,54,65,51,66,81,76,17,32,44,77,77,76,66,66,73,65,68,73,75,88,77,30,26,42,79,88,74,54,-1,-1,53,54,67,25,80,100,36,43,-1,-1,67,60
"'059902",92,.,.,100,83,-1,-1,100,100,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,86,.,.,85,86,86,86,100,94,71,79,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,79,.,.,79,80,78,72,100,100,64,73,.,.,.,.,81,.,.,81,80,93,71,100,100,65,73,.,.,.,.,86,.,.,85,86,86,86,100,94,71,79,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,92,.,.,90,94,82,95,100,89,-1,-1,.,.,.,.,93,.,.,96,90,100,100,100,100,89,72,.,.,.,.,90,.,.,92,88,80,90,-1,-1,100,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"WALCOTT ISD",86,.,.,88,84,88,79,100,92,79,82,.,.,.,.,85,.,.,77,92,83,100,-1,-1,-1,-1,.,.,.,.,75,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.
"'060902",59,-1,-1,50,67,-1,-1,-1,-1,.,.,-1,-1,.,.,69,-1,-1,63,75,-1,-1,-1,-1,-1,-1,-1,-1,60,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,84,78,65,75,65,79,72,85,47,47,55,84,66,79,75,70,90,64,86,50,83,-1,-1,-1,-1,-1,-1,-1,-1,68,73,77,63,73,66,76,74,81,39,49,64,88,70,75,71,80,81,65,76,75,79,65,93,50,52,58,81,60,87,66,71,60,60,72,62,65,67,83,30,60,-1,100,60,70,65,-1,.,67,-1,.,.,.,.,-1,-1,-1,-1,.,.,69,87,74,64,74,54,78,77,79,43,40,53,86,70,74,64,36,63,57,71,61,76,75,82,39,35,50,84,67,78,60,-1,67,43,77,50,100,50,80,17,33,-1,-1,-1,-1,70,89,76,66,74,69,84,71,83,46,46,53,80,67,81,"COOPER ISD",71,91,76,68,74,69,79,81,81,50,52,50,79,66,76,68,69,80,59,77,57,79,53,93,43,39,71,100,67,83,77,.,-1,67,86,.,.,-1,-1,-1,-1,-1,-1,.,.
"'060914",64,.,.,67,60,-1,-1,-1,-1,-1,.,-1,-1,.,.,58,.,.,-1,-1,.,.,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,-1,61,65,76,63,75,90,85,50,40,46,81,83,92,73,-1,-1,63,81,80,80,-1,-1,-1,-1,40,80,100,100,70,-1,61,63,77,63,75,100,90,-1,-1,46,81,90,90,81,-1,-1,76,87,-1,-1,88,81,-1,-1,50,81,86,100,78,-1,-1,65,90,.,.,-1,-1,-1,.,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,57,-1,50,50,63,-1,-1,-1,-1,-1,-1,40,80,80,80,65,-1,-1,57,73,-1,-1,-1,-1,50,40,40,80,82,91,54,-1,-1,46,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,-1,-1,71,73,-1,-1,86,79,-1,-1,-1,-1,60,80,"FANNINDEL ISD",75,-1,64,66,83,80,80,-1,-1,-1,-1,20,90,89,89,67,-1,-1,65,69,-1,-1,86,79,60,-1,63,75,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'061802",64,.,.,51,78,50,63,58,79,43,53,54,96,50,94,70,.,.,60,80,.,.,-1,-1,-1,-1,-1,-1,.,.,-1,.,.,-1,-1,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,.,.,60,75,57,69,62,73,56,56,59,91,72,90,69,.,.,73,65,71,71,-1,-1,72,67,67,75,100,80,67,.,.,59,75,57,69,60,72,55,55,58,91,72,90,67,.,.,58,77,58,73,62,69,55,55,50,100,73,100,65,.,.,51,78,48,61,60,80,41,55,50,100,60,90,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,68,.,.,63,73,56,66,63,76,57,58,67,83,72,83,67,.,.,60,75,54,68,64,73,55,55,59,91,70,93,68,.,.,58,79,-1,-1,75,75,33,100,67,83,57,86,74,.,.,75,74,61,83,81,81,67,39,83,83,-1,-1,"NORTH TEXAS COLLEGIATE ACADEMY",67,.,.,57,77,53,79,64,71,67,53,33,90,73,87,68,.,.,62,74,60,61,62,74,50,57,73,92,71,93,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,-1,-1
"'061804",69,-1,-1,60,78,89,100,45,100,63,31,-1,86,60,75,69,-1,-1,53,85,-1,-1,-1,-1,-1,-1,-1,100,50,-1,79,-1,77,70,88,88,98,49,88,64,60,83,100,79,97,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,49,75,56,79,78,89,39,83,64,50,39,96,60,81,57,-1,56,44,69,62,77,19,75,75,50,17,88,40,59,58,-1,42,39,71,.,.,-1,-1,-1,-1,-1,-1,-1,-1,68,57,71,58,77,78,87,37,83,67,44,39,97,57,85,64,38,78,48,79,61,89,42,89,53,44,23,100,62,77,82,.,-1,60,100,-1,-1,-1,-1,.,.,.,-1,-1,-1,67,45,79,55,80,78,91,40,84,60,57,38,96,62,76,64,37,81,54,75,81,89,35,81,73,50,32,90,61,74,57,7,86,45,69,70,60,30,78,33,17,-1,80,67,82,63,55,75,54,73,71,79,34,78,63,46,47,96,55,78,"LEADERSHIP PREP SCHOOL",69,52,79,58,79,74,84,37,79,60,49,50,98,68,84,66,47,68,54,78,84,97,41,89,67,52,30,95,47,75,54,8,.,43,69,-1,-1,8,67,-1,-1,.,-1,-1,-1
"'061805",70,-1,.,50,92,-1,-1,-1,-1,.,.,50,100,-1,-1,72,-1,-1,73,70,83,67,-1,-1,-1,-1,-1,-1,.,.,84,-1,.,83,85,93,73,86,100,-1,-1,50,100,-1,100,50,.,.,-1,-1,.,.,-1,-1,-1,-1,.,.,-1,-1,73,50,63,68,77,83,68,76,94,71,59,41,100,54,77,78,-1,-1,71,86,-1,-1,-1,-1,-1,-1,.,.,.,.,50,-1,-1,30,70,.,.,-1,-1,-1,-1,.,.,-1,-1,75,45,83,69,81,85,73,75,95,77,77,35,100,57,69,61,58,-1,64,59,65,60,78,67,61,40,-1,-1,42,58,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,56,42,67,74,80,62,77,94,62,36,46,100,50,88,80,-1,-1,66,96,78,89,80,100,-1,-1,42,100,.,.,68,-1,-1,67,69,94,69,100,88,60,0,33,100,40,80,74,40,58,66,82,83,68,73,100,71,67,29,100,59,81,"TRIVIUM ACADEMY",72,58,56,71,73,86,67,81,93,68,50,45,100,50,71,73,33,-1,64,83,76,71,70,95,73,67,38,100,60,88,57,.,-1,57,56,-1,-1,-1,-1,-1,-1,.,.,.,.
"'061901",68,54,71,60,77,67,69,77,89,41,60,55,85,66,81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,79,80,69,76,82,84,92,87,90,64,72,68,94,63,81,74,-1,90,69,78,-1,-1,-1,-1,-1,-1,64,79,50,70,71,62,69,64,77,70,77,75,90,52,60,57,87,66,81,67,51,66,60,74,66,77,75,87,55,49,50,85,62,78,67,52,69,60,75,64,72,75,88,52,55,52,84,62,80,73,65,71,66,79,70,78,78,91,52,60,57,91,72,84,68,58,68,60,76,67,71,74,90,46,58,54,85,63,82,68,67,80,59,77,55,59,50,86,46,71,59,75,71,85,69,59,67,62,76,70,76,73,88,52,60,57,84,60,79,68,42,70,60,76,66,74,78,89,51,58,53,82,62,79,62,32,66,55,70,61,71,69,81,57,55,52,76,50,72,74,69,71,67,80,74,81,76,91,54,64,62,90,70,82,"DENTON ISD",72,64,70,65,78,71,76,76,91,51,61,59,89,67,83,68,54,67,61,75,69,79,72,86,54,57,51,83,63,77,71,62,69,64,78,80,77,80,96,48,65,55,81,53,75
"'061902",72,68,65,66,77,67,77,84,89,55,64,47,87,73,82,78,76,72,74,82,75,82,83,92,64,67,65,91,77,86,84,91,74,81,86,81,86,90,94,72,79,65,95,77,91,65,-1,-1,53,75,-1,-1,-1,-1,42,42,-1,80,-1,.,76,79,69,72,80,72,79,83,91,60,68,58,91,74,86,71,58,67,65,77,68,73,84,90,53,59,56,88,72,84,71,66,66,65,76,65,75,82,89,53,60,51,87,72,83,78,80,70,73,82,70,79,85,93,61,71,62,94,78,90,72,73,65,66,77,64,76,82,89,54,63,49,88,72,83,77,72,58,73,80,67,94,100,90,73,82,50,85,69,71,74,78,67,70,78,73,78,81,89,59,66,55,88,71,83,71,65,63,66,76,65,74,83,90,55,59,53,87,73,82,66,47,53,61,70,66,70,79,85,54,54,53,80,64,75,78,86,69,75,81,75,78,80,90,60,70,67,93,76,87,"LEWISVILLE ISD",77,81,69,72,80,72,79,83,91,60,69,59,92,75,86,75,72,68,69,80,70,78,83,91,58,67,57,89,73,87,79,85,63,74,83,78,77,80,97,59,75,67,94,79,88
"'061903",63,43,88,51,76,86,93,57,86,30,30,37,86,52,71,73,-1,-1,60,87,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,49,80,58,77,85,82,71,89,37,45,46,82,59,81,74,-1,-1,58,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,47,83,55,77,84,76,65,91,30,42,43,89,54,77,71,51,74,61,82,87,81,66,93,38,61,48,87,71,88,65,50,80,55,76,86,84,63,88,31,34,44,85,56,75,67,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,64,47,84,56,73,84,83,77,84,36,35,44,79,47,75,67,48,81,58,77,83,88,67,87,44,43,40,86,58,73,62,45,78,59,66,60,83,94,71,38,53,50,67,56,44,70,49,78,62,77,85,82,79,90,42,51,55,77,63,86,"PILOT POINT ISD",67,49,79,58,76,83,79,68,88,35,41,47,79,64,83,71,50,82,60,81,90,91,80,91,40,57,43,93,44,74,72,-1,-1,69,75,-1,-1,.,.,-1,-1,-1,-1,-1,-1
"'061905",69,54,91,62,78,75,90,83,100,53,53,52,71,53,78,75,-1,80,63,86,-1,-1,-1,-1,17,50,79,100,-1,-1,89,-1,-1,79,100,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,68,62,66,61,74,82,83,80,92,44,38,51,84,49,83,57,-1,60,55,58,-1,-1,-1,-1,40,20,30,80,-1,-1,67,57,69,60,74,80,84,79,95,48,38,46,77,42,80,69,63,71,61,77,81,86,80,94,44,39,51,83,49,87,66,59,73,58,75,80,88,78,96,43,39,47,75,41,85,50,-1,-1,30,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,67,60,63,61,72,83,81,80,91,44,38,51,85,48,79,65,46,73,57,73,83,82,76,91,49,36,47,77,48,75,60,32,68,59,60,88,70,78,78,43,37,52,54,47,63,69,63,62,63,74,82,80,83,92,46,38,53,88,51,82,"KRUM ISD",67,63,65,59,74,84,86,77,90,38,39,50,84,46,83,70,57,69,66,74,79,78,86,98,56,36,54,85,55,83,71,-1,100,52,86,-1,-1,-1,-1,20,40,42,100,50,83
"'061906",75,33,70,67,84,70,78,70,91,72,81,53,88,84,87,76,-1,.,74,79,-1,-1,-1,-1,-1,-1,-1,-1,90,92,-1,-1,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,76,75,70,74,78,81,77,65,91,79,58,62,88,93,87,91,-1,-1,96,86,-1,-1,.,.,-1,-1,-1,-1,100,92,75,59,72,70,80,74,76,67,91,76,61,54,86,94,92,77,77,72,76,79,81,79,73,92,82,45,59,90,92,90,77,68,66,72,82,72,80,74,93,75,79,58,89,90,81,94,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,-1,-1,76,73,68,73,78,80,75,58,90,76,68,66,86,95,85,75,61,73,71,79,75,71,75,92,83,68,43,82,89,86,64,56,55,60,68,40,60,62,85,83,60,50,60,80,80,76,77,71,75,76,85,75,62,90,79,47,63,88,95,90,"PONDER ISD",76,77,68,76,77,86,78,64,90,78,55,62,87,95,86,77,63,78,70,83,66,75,67,92,81,66,60,93,88,94,72,-1,-1,56,88,-1,-1,40,100,-1,-1,.,.,.,.
"'061907",70,86,67,68,73,67,73,64,85,75,56,55,75,63,82,78,83,90,66,90,61,83,64,91,75,94,30,94,69,-1,54,-1,-1,42,67,-1,-1,-1,-1,.,.,-1,-1,-1,.,92,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,.,.,69,75,73,62,75,73,74,74,86,69,51,33,87,44,77,69,63,77,65,72,78,61,74,80,71,53,45,88,54,76,66,65,75,59,73,65,69,75,85,68,54,32,85,46,77,72,80,80,66,78,73,78,79,88,71,53,37,88,51,79,69,73,73,62,76,68,82,71,83,72,50,37,90,46,80,56,-1,.,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,65,71,67,59,72,73,69,69,83,67,50,29,86,38,76,68,79,80,63,73,66,74,76,82,67,50,38,82,52,76,61,59,75,53,69,45,55,77,84,66,55,32,82,39,68,68,77,71,62,73,74,72,76,88,67,48,29,85,40,77,"AUBREY ISD",68,75,72,61,75,76,74,74,85,68,52,30,84,43,83,69,75,75,64,74,70,74,74,86,70,50,37,91,46,67,70,-1,79,60,78,70,100,-1,-1,-1,-1,-1,-1,-1,-1
"'061908",74,59,79,64,84,77,90,73,85,77,67,44,90,52,91,74,80,-1,70,79,67,67,-1,-1,87,77,45,92,50,100,100,-1,-1,-1,-1,.,.,.,.,-1,-1,.,-1,-1,-1,-1,.,-1,-1,-1,.,.,.,.,-1,-1,.,.,.,.,75,75,75,69,81,74,82,74,87,80,71,46,87,60,86,71,65,60,64,80,67,100,71,86,83,83,50,67,50,80,73,71,72,67,80,77,83,75,85,77,71,41,86,56,83,78,83,86,72,84,73,83,77,83,82,74,44,91,64,89,72,71,73,65,79,76,80,70,86,72,66,39,88,61,84,81,.,-1,-1,100,-1,-1,.,.,.,.,-1,-1,-1,.,73,69,68,66,79,75,81,70,92,77,68,47,83,56,82,74,58,72,68,80,78,84,80,83,78,73,48,86,64,83,66,45,69,60,71,71,83,82,64,68,68,43,68,55,75,77,78,77,71,83,74,84,75,88,83,73,50,87,61,87,"SANGER ISD",75,77,76,69,82,70,79,74,87,78,70,45,89,61,87,75,69,72,69,81,85,91,73,86,83,74,47,83,59,82,81,-1,-1,76,85,68,95,89,100,75,58,-1,-1,-1,-1
