DISTRICT,DD008AMA1222R,DD008AMA1322R,DD008AMA1S22R,DD008ARE1222R,DD008ARE1322R,DD008ARE1S22R,DD008ASC1222R,DD008ASC1322R,DD008ASC1S22R,DD008ASS1222R,DD008ASS1322R,DD008ASS1S22R,DD208AMA1222R,DD208AMA1322R,DD208AMA1S22R,DD208ARE1222R,DD208ARE1322R,DD208ARE1S22R,DD208ASC1222R,DD208ASC1322R,DD208ASC1S22R,DD208ASS1222R,DD208ASS1322R,DD208ASS1S22R,DD308AMA1222R,DD308AMA1322R,DD308AMA1S22R,DD308ARE1222R,DD308ARE1322R,DD308ARE1S22R,DD308ASC1222R,DD308ASC1322R,DD308ASC1S22R,DD308ASS1222R,DD308ASS1322R,DD308ASS1S22R,DD408AMA1222R,DD408AMA1322R,DD408AMA1S22R,DD408ARE1222R,DD408ARE1322R,DD408ARE1S22R,DD408ASC1222R,DD408ASC1322R,DD408ASC1S22R,DD408ASS1222R,DD408ASS1322R,DD408ASS1S22R,DDA08AMA1222R,DDA08AMA1322R,DDA08AMA1S22R,DDA08ARE1222R,DDA08ARE1322R,DDA08ARE1S22R,DDA08ASC1222R,DDA08ASC1322R,DDA08ASC1S22R,DDA08ASS1222R,DDA08ASS1322R,DDA08ASS1S22R,DDB08AMA1222R,DDB08AMA1322R,DDB08AMA1S22R,DDB08ARE1222R,DDB08ARE1322R,DDB08ARE1S22R,DDB08ASC1222R,DDB08ASC1322R,DDB08ASC1S22R,DDB08ASS1222R,DDB08ASS1322R,DDB08ASS1S22R,DDE08AMA1222R,DDE08AMA1322R,DDE08AMA1S22R,DDE08ARE1222R,DDE08ARE1322R,DDE08ARE1S22R,DDE08ASC1222R,DDE08ASC1322R,DDE08ASC1S22R,DDE08ASS1222R,DDE08ASS1322R,DDE08ASS1S22R,DDF08AMA1222R,DDF08AMA1322R,DDF08AMA1S22R,DDF08ARE1222R,DDF08ARE1322R,DDF08ARE1S22R,DDF08ASC1222R,DDF08ASC1322R,DDF08ASC1S22R,DDF08ASS1222R,DDF08ASS1322R,DDF08ASS1S22R,DDH08AMA1222R,DDH08AMA1322R,DDH08AMA1S22R,DDH08ARE1222R,DDH08ARE1322R,DDH08ARE1S22R,DDH08ASC1222R,DDH08ASC1322R,DDH08ASC1S22R,DDH08ASS1222R,DDH08ASS1322R,DDH08ASS1S22R,DDI08AMA1222R,DDI08AMA1322R,DDI08AMA1S22R,DDI08ARE1222R,DDI08ARE1322R,DDI08ARE1S22R,DDI08ASC1222R,DDI08ASC1322R,DDI08ASC1S22R,DDI08ASS1222R,DDI08ASS1322R,DDI08ASS1S22R,DDL08AMA1222R,DDL08AMA1322R,DDL08AMA1S22R,DDL08ARE1222R,DDL08ARE1322R,DDL08ARE1S22R,DDL08ASC1222R,DDL08ASC1322R,DDL08ASC1S22R,DDL08ASS1222R,DDL08ASS1322R,DDL08ASS1S22R,DDM08AMA1222R,DDM08AMA1322R,DDM08AMA1S22R,DDM08ARE1222R,DDM08ARE1322R,DDM08ARE1S22R,DDM08ASC1222R,DDM08ASC1322R,DDM08ASC1S22R,DDM08ASS1222R,DDM08ASS1322R,DDM08ASS1S22R,DDR08AMA1222R,DDR08AMA1322R,DDR08AMA1S22R,DDR08ARE1222R,DDR08ARE1322R,DDR08ARE1S22R,DDR08ASC1222R,DDR08ASC1322R,DDR08ASC1S22R,DDR08ASS1222R,DDR08ASS1322R,DDR08ASS1S22R,DDS08AMA1222R,DDS08AMA1322R,DDS08AMA1S22R,DDS08ARE1222R,DDS08ARE1322R,DDS08ARE1S22R,DDS08ASC1222R,DDS08ASC1322R,DDS08ASC1S22R,DDS08ASS1222R,DDS08ASS1322R,DDS08ASS1S22R,DDW08AMA1222R,DDW08AMA1322R,DDW08AMA1S22R,DDW08ARE1222R,DDW08ARE1322R,DDW08ARE1S22R,DDW08ASC1222R,DDW08ASC1322R,DDW08ASC1S22R,DDW08ASS1222R,DDW08ASS1322R,DDW08ASS1S22R,DISTNAME,DNC08AMA1222R,DNC08AMA1322R,DNC08AMA1S22R,DNC08ARE1222R,DNC08ARE1322R,DNC08ARE1S22R,DNC08ASC1222R,DNC08ASC1322R,DNC08ASC1S22R,DNC08ASS1222R,DNC08ASS1322R,DNC08ASS1S22R,DNM08AMA1222R,DNM08AMA1322R,DNM08AMA1S22R,DNM08ARE1222R,DNM08ARE1322R,DNM08ARE1S22R,DNM08ASC1222R,DNM08ASC1322R,DNM08ASC1S22R,DNM08ASS1222R,DNM08ASS1322R,DNM08ASS1S22R,DNS08AMA1222R,DNS08AMA1322R,DNS08AMA1S22R,DNS08ARE1222R,DNS08ARE1322R,DNS08ARE1S22R,DNS08ASC1222R,DNS08ASC1322R,DNS08ASC1S22R,DNS08ASS1222R,DNS08ASS1322R,DNS08ASS1S22R
"'028906",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,38,31,8,77,15,8,31,0,0,23,.,.,.,.,.,.,.,.,.,.,.,.,0,0,36,27,9,73,9,0,18,0,0,18,0,0,38,38,13,88,13,13,38,0,0,25,0,0,25,13,0,63,13,0,13,0,0,13,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,40,20,0,60,20,0,20,0,0,20,0,0,38,31,8,77,15,8,31,0,0,23,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"PRAIRIE LEA ISD",0,0,38,38,13,75,13,0,25,0,0,25,0,0,40,20,0,80,20,20,40,0,0,20,.,.,.,.,.,.,.,.,.,.,.,.
"'029901",19,5,52,37,27,71,32,17,61,12,2,27,-1,-1,-1,.,.,.,.,.,.,.,.,.,31,15,54,67,56,83,56,39,72,28,17,56,.,.,.,.,.,.,.,.,.,.,.,.,30,6,70,47,28,79,41,18,76,13,7,43,33,0,50,57,43,71,33,33,50,14,14,29,24,4,69,43,25,77,33,13,73,9,3,33,30,5,75,59,37,85,43,18,78,14,7,41,27,5,71,45,26,79,38,16,76,11,6,38,-1,-1,-1,.,.,.,.,.,.,.,.,.,18,7,39,13,8,54,13,4,46,4,0,17,30,7,66,36,19,72,38,19,74,13,7,45,14,3,55,24,13,67,19,6,64,3,2,22,24,18,41,18,6,35,29,18,29,18,12,24,38,8,70,45,23,76,45,18,81,15,8,55,"CALHOUN COUNTY ISD",31,7,72,50,30,80,43,20,77,15,8,45,23,3,58,33,18,73,28,10,70,5,3,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'030901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,0,84,48,24,84,24,0,60,4,4,36,.,.,.,.,.,.,.,.,.,.,.,.,47,0,84,53,32,84,26,0,63,5,5,37,25,0,92,42,25,92,8,0,42,0,0,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62,0,77,54,23,77,38,0,77,8,8,46,7,0,71,21,7,71,0,0,36,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,0,82,41,18,82,14,0,55,5,5,27,"CROSS PLAINS ISD",40,0,80,60,27,87,20,0,60,7,7,33,50,0,90,30,20,80,30,0,60,0,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'030902",.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,60,20,80,60,0,80,60,20,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,11,70,57,37,77,52,24,78,36,16,68,.,.,.,.,.,.,.,.,.,.,.,.,34,13,63,48,30,70,43,18,73,32,14,61,52,10,79,68,48,82,52,12,76,26,8,60,33,0,58,57,36,79,29,14,57,36,29,57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,12,63,48,27,73,52,34,79,44,23,74,19,4,51,25,10,57,25,10,58,22,13,50,16,11,26,11,11,37,16,11,37,26,21,37,43,13,73,57,38,76,55,27,81,34,14,69,"CLYDE CISD",40,12,69,58,40,77,54,27,80,37,17,71,46,7,71,55,28,76,45,17,72,31,14,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'030903",.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,4,87,69,38,96,62,23,85,12,4,54,.,.,.,.,.,.,.,.,.,.,.,.,36,0,91,73,27,91,73,18,82,9,0,45,30,0,90,75,50,100,67,25,83,8,0,50,20,0,80,67,33,100,50,33,83,17,0,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,8,85,64,29,93,57,21,86,14,7,57,8,0,75,58,25,92,42,8,67,8,0,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,6,88,78,44,94,67,22,83,11,6,56,"BAIRD ISD",42,8,100,83,42,100,67,33,100,17,8,58,9,0,73,57,36,93,57,14,71,7,0,50,.,.,.,.,.,.,.,.,.,.,.,.
"'030906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65,35,80,75,30,90,55,25,75,50,35,75,.,.,.,.,.,.,.,.,.,.,.,.,50,13,75,75,25,88,50,25,75,50,38,75,71,57,71,100,71,100,57,43,57,29,29,57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62,23,85,62,8,85,54,15,85,62,38,85,60,27,73,73,20,87,47,13,67,53,33,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,42,83,83,33,92,58,25,75,50,33,75,"EULA ISD",69,38,81,75,31,88,56,31,75,50,31,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'031901",23,5,57,32,15,65,22,7,58,9,5,36,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,14,71,52,31,79,36,14,72,22,12,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,12,69,50,29,78,33,12,71,19,10,53,41,13,73,58,35,84,35,12,72,19,10,55,39,13,70,52,31,79,36,14,72,22,12,56,.,.,.,.,.,.,.,.,.,.,.,.,21,3,54,28,12,62,18,6,56,6,3,32,38,15,69,47,27,75,37,16,73,24,14,57,26,6,61,42,22,74,27,9,66,13,6,45,21,12,39,26,14,48,18,10,39,17,10,31,42,25,83,56,22,78,22,22,78,22,0,44,"BROWNSVILLE ISD",39,14,72,54,32,81,37,14,73,22,12,56,39,12,64,41,24,65,29,10,67,19,9,49,27,5,64,43,22,74,42,8,75,27,12,54
"'031903",23,9,63,41,22,71,30,12,61,19,9,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,27,7,65,55,34,84,39,18,72,28,14,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,8,64,52,29,82,36,16,70,23,11,56,28,8,66,64,41,89,38,18,72,24,12,58,27,7,64,55,33,84,38,17,71,27,13,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,8,61,32,14,66,23,9,56,15,6,42,26,7,65,48,27,81,40,17,73,31,15,63,20,4,59,37,15,76,21,6,60,14,5,45,21,11,44,24,12,47,21,8,37,20,12,31,32,7,75,69,44,91,53,25,92,46,22,78,"HARLINGEN CISD",27,7,64,54,34,84,39,17,72,26,13,60,29,7,70,61,34,86,40,22,76,35,19,67,20,0,80,69,62,92,45,9,82,54,15,85
"'031905",8,0,30,24,5,59,7,2,41,5,2,37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,5,44,52,30,82,22,8,62,19,8,58,.,.,.,.,.,.,.,.,.,.,.,.,20,3,43,47,23,78,18,6,57,16,5,53,25,5,47,56,33,87,22,8,61,14,7,57,22,5,45,52,30,82,22,8,62,19,7,58,.,.,.,.,.,.,.,.,.,.,.,.,7,0,26,13,3,47,3,0,30,0,0,33,18,4,42,49,27,78,23,8,63,23,9,59,9,1,31,31,11,68,5,1,46,8,2,39,24,9,29,30,8,54,21,5,34,24,11,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"LA FERIA ISD",24,6,46,55,31,85,24,9,66,20,8,60,13,0,37,40,26,69,17,2,46,15,5,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'031906",47,18,71,41,19,74,37,18,72,17,6,46,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,57,21,81,61,39,86,55,29,82,28,16,62,.,.,.,.,.,.,.,.,.,.,.,.,55,20,79,57,34,84,50,26,80,24,12,58,58,21,84,66,45,91,52,24,83,23,12,61,56,20,81,61,38,86,54,29,82,27,16,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,9,63,24,7,64,23,8,61,7,3,29,56,21,79,57,33,82,57,33,82,32,19,64,48,12,75,46,23,79,37,13,74,14,5,47,32,5,46,26,8,52,22,6,50,18,6,33,72,17,94,77,64,95,64,36,91,45,14,82,"LOS FRESNOS CISD",58,21,81,62,40,87,56,31,84,29,16,61,54,18,80,57,36,82,50,23,76,26,16,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'031909",15,2,56,52,28,88,24,9,49,7,3,51,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,22,8,64,65,37,90,37,17,60,23,9,62,.,.,.,.,.,.,.,.,.,.,.,.,23,7,64,63,34,90,35,15,58,20,7,59,19,3,68,77,41,96,31,11,68,13,6,62,21,6,63,65,36,91,36,14,61,21,8,60,.,.,.,.,.,.,.,.,.,.,.,.,15,0,56,48,27,87,25,8,48,7,2,47,26,11,60,54,34,85,43,21,54,31,11,61,15,4,56,54,26,87,26,8,50,14,4,52,33,33,50,44,28,56,33,22,44,39,17,50,38,38,75,58,42,83,50,50,50,42,17,75,"POINT ISABEL ISD",23,7,62,65,36,92,36,15,60,22,9,60,22,13,70,67,41,81,41,22,63,26,7,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'031911",0,0,22,18,9,45,18,9,45,9,0,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,0,41,52,26,84,34,8,68,2,1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,39,52,26,84,32,8,67,2,1,19,6,0,30,52,27,84,31,6,65,2,2,18,4,0,40,51,25,83,31,6,66,2,1,20,.,.,.,.,.,.,.,.,.,.,.,.,0,0,13,0,0,25,13,0,25,0,0,0,4,0,54,53,24,84,38,11,73,2,0,22,0,0,35,35,11,72,26,5,53,0,0,12,0,0,0,18,18,45,9,9,27,0,0,0,-1,-1,-1,80,60,100,100,60,100,0,0,20,"RIO HONDO ISD",2,0,40,51,25,83,33,6,67,2,1,23,14,0,43,57,30,87,35,17,74,0,0,9,.,.,.,.,.,.,.,.,.,.,.,.
"'031912",25,4,64,49,28,77,26,7,65,17,6,51,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,8,69,56,35,84,34,13,70,26,11,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,7,67,54,33,83,32,12,67,24,11,56,35,8,73,60,39,89,30,9,68,20,5,56,31,8,69,56,35,84,34,12,69,26,11,58,.,.,.,.,.,.,.,.,.,.,.,.,18,2,55,31,15,64,19,5,53,9,1,39,28,8,65,53,31,79,38,16,71,32,16,61,21,3,61,42,22,78,23,6,60,15,5,47,19,7,28,24,10,46,22,7,29,16,9,28,50,33,83,86,71,100,67,67,83,43,29,86,"SAN BENITO CISD",31,8,69,58,36,85,35,13,71,28,12,60,33,9,67,48,30,74,31,11,60,18,7,48,25,0,38,56,11,67,40,20,50,22,0,67
"'031913",21,0,53,21,0,53,26,5,47,0,0,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,0,52,30,9,59,18,2,52,2,0,20,.,.,.,.,.,.,.,.,.,.,.,.,18,0,52,30,9,59,18,2,52,2,0,20,25,0,56,50,6,69,25,6,63,0,0,19,18,0,52,30,9,59,18,2,52,2,0,20,.,.,.,.,.,.,.,.,.,.,.,.,7,0,40,7,0,40,7,0,33,0,0,7,14,0,50,18,11,54,14,0,46,4,0,21,12,0,47,21,3,53,12,0,44,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,"SANTA MARIA ISD",21,0,55,34,14,66,21,0,59,3,0,28,13,0,47,20,0,47,13,7,40,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'031914",9,0,55,38,31,77,23,15,69,0,0,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,2,50,40,27,81,30,6,68,13,2,34,.,.,.,.,.,.,.,.,.,.,.,.,10,2,49,38,25,81,27,6,67,10,2,31,8,0,46,44,30,81,30,4,63,7,0,19,11,2,50,40,27,81,30,6,68,13,2,34,.,.,.,.,.,.,.,.,.,.,.,.,9,0,55,38,31,77,23,15,69,0,0,15,15,5,55,36,24,80,31,8,73,19,4,50,8,3,45,32,24,76,17,5,60,7,2,26,20,10,50,36,9,64,36,9,55,18,0,36,.,.,.,.,.,.,.,.,.,.,.,.,"SANTA ROSA ISD",12,3,58,45,30,85,34,7,73,12,2,32,9,0,27,25,17,67,17,0,50,17,0,42,.,.,.,.,.,.,.,.,.,.,.,.
"'031916",43,17,86,75,45,94,20,0,60,31,12,72,60,40,60,-1,-1,-1,.,.,.,-1,-1,-1,88,63,100,88,76,100,.,.,.,78,51,95,.,.,.,.,.,.,.,.,.,.,.,.,64,33,89,83,61,97,47,17,73,56,36,86,100,71,100,83,50,100,-1,-1,-1,63,38,88,54,22,88,83,57,96,44,11,100,46,27,81,62,31,89,85,64,98,44,22,67,46,30,84,61,28,89,84,61,97,-1,-1,-1,55,35,86,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,42,17,86,75,43,93,20,0,60,28,10,70,67,35,90,81,58,96,50,8,83,67,44,88,43,17,81,70,41,91,-1,-1,-1,28,13,65,21,5,58,33,17,78,-1,-1,-1,18,6,41,60,36,80,76,60,94,42,19,73,45,32,79,"SOUTH TEXAS ISD",.,.,.,.,.,.,.,.,.,.,.,.,64,33,89,83,61,97,47,17,73,56,36,86,83,33,83,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'032902",60,18,87,54,27,89,51,14,87,24,3,63,100,40,100,60,40,100,80,40,100,40,20,80,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,62,23,88,60,37,92,61,26,91,34,13,75,50,25,79,43,17,90,47,23,83,20,7,63,57,19,86,53,30,90,57,21,89,29,10,71,67,21,94,66,37,95,57,22,91,28,6,74,61,24,90,59,33,90,57,19,90,33,9,70,.,.,.,.,.,.,.,.,.,.,.,.,54,7,86,32,7,75,32,4,82,18,0,46,57,24,84,55,37,91,65,28,92,38,19,77,52,9,84,37,14,82,42,5,82,21,4,58,53,12,71,53,18,71,41,12,82,41,12,65,64,20,90,67,47,95,69,32,95,38,20,84,"PITTSBURG ISD",61,23,88,61,38,94,61,28,91,33,13,74,64,24,91,59,35,88,61,20,94,35,14,80,.,.,.,.,.,.,.,.,.,.,.,.
"'033901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,82,45,91,82,55,100,82,64,91,55,36,91,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,60,80,100,80,100,80,80,80,60,40,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,83,33,100,67,33,100,83,50,100,50,33,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,33,89,78,44,100,78,56,89,44,33,89,"GROOM ISD",88,38,100,75,63,100,88,63,100,50,25,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.
"'033902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,64,6,89,60,44,83,69,29,94,44,23,69,.,.,.,.,.,.,.,.,.,.,.,.,56,11,78,50,40,90,70,20,90,40,10,60,77,8,100,68,41,86,64,27,100,41,18,77,83,0,100,57,29,86,71,14,100,43,0,71,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,4,83,53,47,80,73,30,90,47,27,63,44,6,78,17,11,50,39,6,83,17,0,44,40,10,70,20,0,50,40,0,70,20,0,40,60,7,87,59,45,82,68,30,93,43,25,68,"PANHANDLE ISD",57,0,87,59,43,80,66,27,93,39,23,68,100,33,100,63,50,100,88,38,100,75,25,75,.,.,.,.,.,.,.,.,.,.,.,.
"'033904",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,8,88,63,17,96,38,21,88,13,4,63,.,.,.,.,.,.,.,.,.,.,.,.,57,0,71,71,0,86,29,14,86,14,14,71,27,9,91,73,27,100,36,18,91,9,0,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,8,85,54,8,92,38,23,85,15,8,62,15,0,77,46,0,92,15,0,77,0,0,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,9,91,59,14,95,41,23,86,14,5,64,"WHITE DEER ISD",37,11,95,68,21,100,47,26,89,16,5,63,20,0,60,40,0,80,0,0,80,0,0,60,.,.,.,.,.,.,.,.,.,.,.,.
"'034901",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,27,9,60,64,32,89,44,16,75,35,13,74,22,6,47,46,14,78,22,8,57,19,11,62,23,5,59,59,31,86,38,11,70,30,11,70,32,14,70,74,44,95,48,21,76,34,18,77,29,0,71,89,67,100,44,22,89,33,22,78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,3,47,51,18,82,39,10,75,37,8,71,12,4,41,42,13,77,9,2,53,9,4,53,42,17,42,42,8,50,33,8,50,33,17,50,30,10,68,68,33,93,55,18,83,45,13,78,"ATLANTA ISD",24,10,55,63,37,87,46,18,75,37,17,74,35,5,75,65,15,96,38,8,77,31,0,77,20,0,40,40,20,80,40,20,80,20,20,80
"'034902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,0,67,67,33,89,22,0,67,11,0,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,0,67,67,33,89,22,0,67,11,0,67,20,0,60,60,40,100,0,0,60,20,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"AVINGER ISD",60,0,80,80,40,80,40,0,80,20,0,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.
"'034903",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,10,82,58,42,92,57,30,88,26,15,55,50,20,90,50,10,100,20,20,90,10,0,50,49,7,76,48,26,87,43,22,78,20,13,41,60,12,81,61,47,92,51,24,88,22,10,47,38,0,75,50,13,88,38,13,88,13,13,13,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,8,84,55,35,93,65,38,88,30,20,65,38,3,64,26,13,82,23,3,72,3,0,21,27,0,45,27,9,64,36,18,55,18,9,27,62,10,84,63,51,94,68,35,88,31,18,63,"HUGHES SPRINGS ISD",56,8,79,57,44,90,56,29,86,24,10,53,61,17,94,63,32,100,63,37,95,32,32,63,-1,-1,-1,40,20,80,40,40,80,40,20,60
"'034905",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,0,83,33,17,100,17,17,83,33,33,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,44,19,78,52,37,87,46,20,74,31,17,56,0,0,60,0,0,60,0,0,20,0,0,0,26,6,71,38,26,85,29,12,65,24,15,44,46,24,81,54,41,95,46,24,73,27,19,51,29,14,43,57,43,71,57,0,71,0,0,43,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,6,71,47,29,71,47,12,76,41,12,65,29,4,64,18,7,79,18,4,57,7,0,25,29,14,57,14,14,57,29,29,57,29,14,29,67,30,90,70,50,97,63,33,90,47,23,73,"LINDEN-KILDARE CISD",49,23,79,54,38,87,49,21,72,26,13,56,33,7,73,47,33,87,40,20,80,47,27,53,.,.,.,.,.,.,.,.,.,.,.,.
