Data field,Subcategory,School Year,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed (Current),Special Ed (Former),Continu- ously Enrolled,Non-Continu- ously Enrolled,Econ Disadv,EB/EL (Current & Monitored),Unnamed: 18
STAAR Performance Rate by Subject and Performance Level Grade 3 Reading,STAAR Performance Rate by Subject and Performance Level Grade 3 Reading,,,,,,,,,,,,,,,,,,
Students by Instructional Program:,Students by Instructional Program:,,,,,,,,,,,,,,,,,,
Students by Instructional Program:,Bilingual/ESL Education Gifted & Talented Education Special Education,DPETBILC DPETGIFC DPETSPEC,DPETBILP DPETGIFP DPETSPEP,SPETBILC SPETGIFC SPETSPEC,SPETBILP SPETGIFP SPETSPEP,DPNTBILC DPNTGIFC DPNTSPEC,DPNTBILP DPNTGIFP DPNTSPEP,SPNTBILC SPNTGIFC SPNTSPEC,SPNTBILP SPNTGIFP SPNTSPEP,,,,,,,,,,
Students with Disabilities by Type of Primary Disability,Students with Disabilities by Type of Primary Disability,,,,,,,,,,,,,,,,,,
Students with Disabilities by Type of Primary Disability,Total Students with Disabilities,DPETSIMC,,SPETSIMC,,,,,,,,,,,,,,,
By Type of Primary Disability,By Type of Primary Disability,,,,,,,,,,,,,,,,,,
By Type of Primary Disability,Students with Intellectual Disabilities,DPETSINC,DPETSINP,SPETSINC,SPETSINP,,,,,,,,,,,,,,
By Type of Primary Disability,Students with Physical Disabilities,DPETSPHC,DPETSPHP,SPETSPHC,SPETSPHP,,,,,,,,,,,,,,
By Type of Primary Disability,Students with Autism,DPETSAUC,DPETSAUP,SPETSAUC,SPETSAUP,,,,,,,,,,,,,,
By Type of Primary Disability,Students with Behavioral Disabilities Students with Non-Categorical Early Childhood,DPETSBHC DPETSNOC,DPETSBHP DPETSNOP,SPETSBHC SPETSNOC,SPETSBHP SPETSNOP,,,,,,,,,,,,,,
Mobility (2019-20),Mobility (2019-20),,,,,,,,,,,,,,,,,,
Mobility (2019-20),Total Mobile Students,DPEMALLC,DPEMALLP,SPEMALLC,SPEMALLP,,,,,,,,,,,,,,
By Ethnicity:,By Ethnicity:,,,,,,,,,,,,,,,,,,
By Ethnicity:,African American,DPEMBLAC,DPEMBLAP,SPEMBLAC,SPEMBLAP,,,,,,,,,,,,,,
By Ethnicity:,Hispanic,DPEMHISC,DPEMHISP,SPEMHISC,SPEMHISP,,,,,,,,,,,,,,
By Ethnicity:,White,DPEMWHIC,DPEMWHIP,SPEMWHIC,SPEMWHIP,,,,,,,,,,,,,,
By Ethnicity:,American Indian,DPEMINDC,DPEMINDP,SPEMINDC,SPEMINDP,,,,,,,,,,,,,,
By Ethnicity:,Asian,DPEMASIC,DPEMASIP,SPEMASIC,SPEMASIP,,,,,,,,,,,,,,
By Ethnicity:,Pacific Islander,DPEMPCIC,DPEMPCIP,SPEMPCIC,SPEMPCIP,,,,,,,,,,,,,,
By Ethnicity:,Two or More Races,DPEMTWOC,DPEMTWOP,SPEMTWOC,SPEMTWOP,,,,,,,,,,,,,,
By Ethnicity:,Count and Percent of Special Ed Students who are Mobile Count and Percent of EB Students /EL Students who are Mobile Count and Percent of Econ Dis Students who are Mobile,DPEMSPEC DPEMLEPC DPEMECOC,DPEMSPEP DPEMLEPP DPEMECOP,SPEMSPEC SPEMLEPC SPEMECOC,SPEMSPEP SPEMLEPP SPEMECOP,,,,,,,,,,,,,,
Student Attrition (2019-20),Student Attrition (2019-20),,,,,,,,,,,,,,,,,,
Student Attrition (2019-20),Total Student Attrition,DPETATTC,DPETATTP,,,,,,,,,,,,,,,,
,Total Student Attrition,,,,,,,,,,,,,,,,,,
,Student Information,- Non-Special Education Rates - District State,,- Special Education Rates - District State,,,,,,,,,,,,,,,
Retention Rates by Grade:,Retention Rates by Grade:,,,,,,,,,,,,,,,,,,
Retention Rates by Grade:,Kindergarten,DPERRAKR,SPERRAKR,DPERSAKR,SPERSAKR,,,,,,,,,,,,,,
Retention Rates by Grade:,Grade 1,DPERRA1R,SPERRA1R,DPERSA1R,SPERSA1R,,,,,,,,,,,,,,
Retention Rates by Grade:,Grade 2,DPERRA2R,SPERRA2R,DPERSA2R,SPERSA2R,,,,,,,,,,,,,,
Retention Rates by Grade:,Grade 3,DPERRA3R,SPERRA3R,DPERSA3R,SPERSA3R,,,,,,,,,,,,,,
Retention Rates by Grade:,Grade 4,DPERRA4R,SPERRA4R,DPERSA4R,SPERSA4R,,,,,,,,,,,,,,
Retention Rates by Grade:,Grade 5,DPERRA5R,SPERRA5R,DPERSA5R,SPERSA5R,,,,,,,,,,,,,,
Retention Rates by Grade:,Grade 6,DPERRA6R,SPERRA6R,DPERSA6R,SPERSA6R,,,,,,,,,,,,,,
Retention Rates by Grade:,Grade 7,DPERRA7R,SPERRA7R,DPERSA7R,SPERSA7R,,,,,,,,,,,,,,
Retention Rates by Grade:,Grade 8,DPERRA8R,SPERRA8R,DPERSA8R,SPERSA8R,,,,,,,,,,,,,,
Retention Rates by Grade:,Grade 9,DPERRA9R,SPERRA9R,DPERSA9R,SPERSA9R,,,,,,,,,,,,,,
,Grade 9,,,,,,,,,,,,,,,,,,
,Grade 9,---------- District ---------- Count Percent,,----------- State ----------- Count Percent,,,,,,,,,,,,,,,
,Data Quality: Underreported Students,DAUND20C,DAUND20R,SAUND20C,SAUND20R,,,,,,,,,,,,,,
,Data Quality: Underreported Students,,,,,,,,,,,,,,,,,,
,Class Size Information,District,State,,,,,,,,,,,,,,,,
Class Size Averages by Grade and Subject (Derived from teacher responsibility records):,Class Size Averages by Grade and Subject (Derived from teacher responsibility records):,,,,,,,,,,,,,,,,,,
Elementary:,Elementary:,,,,,,,,,,,,,,,,,,
Elementary:,Kindergarten,DPCTGKGA,SPCTGKGA,,,,,,,,,,,,,,,,
Elementary:,Grade 1,DPCTG01A,SPCTG01A,,,,,,,,,,,,,,,,
Elementary:,Grade 2,DPCTG02A,SPCTG02A,,,,,,,,,,,,,,,,
Elementary:,Grade 3,DPCTG03A,SPCTG03A,,,,,,,,,,,,,,,,
Elementary:,Grade 4,DPCTG04A,SPCTG04A,,,,,,,,,,,,,,,,
Elementary:,Grade 5,DPCTG05A,SPCTG05A,,,,,,,,,,,,,,,,
Elementary:,Grade 6,DPCTG06A,SPCTG06A,,,,,,,,,,,,,,,,
Secondary:,Secondary:,,,,,,,,,,,,,,,,,,
Secondary:,English/Language Arts,DPCTENGA,SPCTENGA,,,,,,,,,,,,,,,,
Secondary:,Foreign Languages,DPCTFLAA,SPCTFLAA,,,,,,,,,,,,,,,,
Secondary:,Mathematics,DPCTMATA,SPCTMATA,,,,,,,,,,,,,,,,
Secondary:,Science,DPCTSCIA,SPCTSCIA,,,,,,,,,,,,,,,,
Secondary:,Social Studies,DPCTSOCA,SPCTSOCA,,,,,,,,,,,,,,,,
,Social Studies,,,,,,,,,,,,,,,,,,
,Staff Information,"---------------------------- District
Count","--------------------------------
Percent","---------------------------- State
Count","--------------------------------
Percent",,,,,,,,,,,,,,
,Total Staff,DPSATOFC,100.00%,SPSATOFC,100.00%,,,,,,,,,,,,,,
,Professional Staff:,DPSPTOFC,DPSPTOFP,SPSPTOFC,SPSPTOFP,,,,,,,,,,,,,,
,Teachers,DPSTTOFC,DPSTTOFP,SPSTTOFC,SPSTTOFP,,,,,,,,,,,,,,
,Professional Support,DPSUTOFC,DPSUTOFP,SPSUTOFC,SPSUTOFP,,,,,,,,,,,,,,
,Campus Administration (School Leadership),DPSSTOFC,DPSSTOFP,SPSSTOFC,SPSSTOFP,,,,,,,,,,,,,,
,Central Administration,DPSCTOFC,DPSCTOFP,SPSCTOFC,SPSCTOFP,,,,,,,,,,,,,,
,Educational Aides:,DPSETOFC,DPSETOFP,SPSETOFC,SPSETOFP,,,,,,,,,,,,,,
,Auxiliary Staff:,DPSXTOFC,DPSXTOFP,SPSXTOFC,SPSXTOFP,,,,,,,,,,,,,,
Librarians & Counselors (Headcount):,Librarians & Counselors (Headcount):,,,,,,,,,,,,,,,,,,
Librarians & Counselors (Headcount):,Full-time Librarians,DPSBTOFC,,SPSBTOFC,,,,,,,,,,,,,,,
Librarians & Counselors (Headcount):,Part-time Librarians,DPSBTOPC,,SPSBTOPC,,,,,,,,,,,,,,,
Librarians & Counselors (Headcount):,Full-time Counselors,DPSRTOFC,,SPSRTOFC,,,,,,,,,,,,,,,
Librarians & Counselors (Headcount):,Part-time Counselors,DPSRTOPC,,SPSRTOPC,,,,,,,,,,,,,,,
Librarians & Counselors (Headcount):,Total Minority Staff:,DPSAMIFC,DPSAMIFP,SPSAMIFC,SPSAMIFP,,,,,,,,,,,,,,
Teachers by Ethnicity:,Teachers by Ethnicity:,,,,,,,,,,,,,,,,,,
Teachers by Ethnicity:,African American,DPSTBLFC,DPSTBLFP,SPSTBLFC,SPSTBLFP,,,,,,,,,,,,,,
Teachers by Ethnicity:,Hispanic,DPSTHIFC,DPSTHIFP,SPSTHIFC,SPSTHIFP,,,,,,,,,,,,,,
Teachers by Ethnicity:,White,DPSTWHFC,DPSTWHFP,SPSTWHFC,SPSTWHFP,,,,,,,,,,,,,,
Teachers by Ethnicity:,American Indian,DPSTINFC,DPSTINFP,SPSTINFC,SPSTINFP,,,,,,,,,,,,,,
Teachers by Ethnicity:,Asian,DPSTASFC,DPSTASFP,SPSTASFC,SPSTASFP,,,,,,,,,,,,,,
Teachers by Ethnicity:,Pacific Islander,DPSTPIFC,DPSTPIFP,SPSTPIFC,SPSTPIFP,,,,,,,,,,,,,,
Teachers by Ethnicity:,Two or More Races,DPSTTWFC,DPSTTWFP,SPSTTWFC,SPSTTWFP,,,,,,,,,,,,,,
Teachers by Sex:,Teachers by Sex:,,,,,,,,,,,,,,,,,,
Teachers by Sex:,Males,DPSTMAFC,DPSTMAFP,SPSTMAFC,SPSTMAFP,,,,,,,,,,,,,,
Teachers by Sex:,Females,DPSTFEFC,DPSTFEFP,SPSTFEFC,SPSTFEFP,,,,,,,,,,,,,,
Teachers by Highest Degree Held:,Teachers by Highest Degree Held:,,,,,,,,,,,,,,,,,,
Teachers by Highest Degree Held:,No Degree,DPSTNOFC,DPSTNOFP,SPSTNOFC,SPSTNOFP,,,,,,,,,,,,,,
Teachers by Highest Degree Held:,Bachelors,DPSTBAFC,DPSTBAFP,SPSTBAFC,SPSTBAFP,,,,,,,,,,,,,,
Teachers by Highest Degree Held:,Masters,DPSTMSFC,DPSTMSFP,SPSTMSFC,SPSTMSFP,,,,,,,,,,,,,,
Teachers by Highest Degree Held:,Doctorate,DPSTPHFC,DPSTPHFP,SPSTPHFC,SPSTPHFP,,,,,,,,,,,,,,
Teachers by Years of Experience:,Teachers by Years of Experience:,,,,,,,,,,,,,,,,,,
Teachers by Years of Experience:,Beginning Teachers,DPST00FC,DPST00FP,SPST00FC,SPST00FP,,,,,,,,,,,,,,
Teachers by Years of Experience:,1-5 Years Experience,DPST01FC,DPST01FP,SPST01FC,SPST01FP,,,,,,,,,,,,,,
Teachers by Years of Experience:,6-10 Years Experience,DPST06FC,DPST06FP,SPST06FC,SPST06FP,,,,,,,,,,,,,,
Teachers by Years of Experience:,11-20 Years Experience,DPST11FC,DPST11FP,SPST11FC,SPST11FP,,,,,,,,,,,,,,
Teachers by Years of Experience:,21-30 Years Experience,DPST21FC,DPST21FP,SPST21FC,SPST21FP,,,,,,,,,,,,,,
Teachers by Years of Experience:,Over 30 Years Experience,DPST30FC,DPST30FP,SPST30FC,SPST30FP,,,,,,,,,,,,,,
Teachers by Years of Experience:,Number of Students per Teacher,DPSTKIDR,,SPSTKIDR,,,,,,,,,,,,,,,
,Number of Students per Teacher,,,,,,,,,,,,,,,,,,
,Staff Information,District,State,,,,,,,,,,,,,,,,
Experience of Campus Leadership :,Experience of Campus Leadership :,,,,,,,,,,,,,,,,,,
Experience of Campus Leadership :,Average Years Experience of Principals,DPSHEXPA,SPSHEXPA,,,,,,,,,,,,,,,,
Experience of Campus Leadership :,Average Years Experience of Principals with District,DPSHTENA,SPSHTENA,,,,,,,,,,,,,,,,
Experience of Campus Leadership :,Average Years Experience of Assistant Principals,DPSLEXPA,SPSLEXPA,,,,,,,,,,,,,,,,
Experience of Campus Leadership :,Average Years Experience of Assistant Principals with District,DPSLTENA,SPSLTENA,,,,,,,,,,,,,,,,
Experience of Campus Leadership :,Average Years Experience of Teachers:,DPSTEXPA,SPSTEXPA,,,,,,,,,,,,,,,,
Experience of Campus Leadership :,Average Years Experience of Teachers with District:,DPSTTENA,SPSTTENA,,,,,,,,,,,,,,,,
Experience of Campus Leadership :,Average Teacher Salary by Years of Experience (regular duties only): Beginning Teachers,DPST00SA,SPST00SA,,,,,,,,,,,,,,,,
Experience of Campus Leadership :,1-5 Years Experience,DPST01SA,SPST01SA,,,,,,,,,,,,,,,,
Experience of Campus Leadership :,6-10 Years Experience,DPST06SA,SPST06SA,,,,,,,,,,,,,,,,
Experience of Campus Leadership :,11-20 Years Experience,DPST11SA,SPST11SA,,,,,,,,,,,,,,,,
Experience of Campus Leadership :,21-30 Years Experience,DPST21SA,SPST21SA,,,,,,,,,,,,,,,,
Experience of Campus Leadership :,Over 30 Years Experience,DPST30SA,SPST30SA,,,,,,,,,,,,,,,,
Average Actual Salaries (regular duties only):,Average Actual Salaries (regular duties only):,,,,,,,,,,,,,,,,,,
Average Actual Salaries (regular duties only):,Teachers,DPSTTOSA,SPSTTOSA,,,,,,,,,,,,,,,,
Average Actual Salaries (regular duties only):,Professional Support,DPSUTOSA,SPSUTOSA,,,,,,,,,,,,,,,,
Average Actual Salaries (regular duties only):,Campus Administration (School Leadership),DPSSTOSA,SPSSTOSA,,,,,,,,,,,,,,,,
Average Actual Salaries (regular duties only):,Central Administration,DPSCTOSA,SPSCTOSA,,,,,,,,,,,,,,,,
Average Actual Salaries (regular duties only):,Instructional Staff Percent:,DPSAINHP,SPSAINHP,,,,,,,,,,,,,,,,
Average Actual Salaries (regular duties only):,Turnover Rate for Teachers:,DPSTURNR,SPSTURNR,,,,,,,,,,,,,,,,
Staff Exclusions:,Staff Exclusions:,,,,,,,,,,,,,,,,,,
Shared Services Arrangement Staff:,Shared Services Arrangement Staff:,,,,,,,,,,,,,,,,,,
Shared Services Arrangement Staff:,Professional Staff,DPSPCOFC,SPSPCOFC,,,,,,,,,,,,,,,,
Shared Services Arrangement Staff:,Educational Aides,DPSECOFC,SPSECOFC,,,,,,,,,,,,,,,,
Shared Services Arrangement Staff:,Auxiliary Staff,DPSXCOFC,SPSXCOFC,,,,,,,,,,,,,,,,
Shared Services Arrangement Staff:,Contracted Instructional Staff:,DPSOTOFC,SPSOTOFC,,,,,,,,,,,,,,,,
Shared Services Arrangement Staff:,Instructional Expenditure Ratio (download only),DPFEIERP,,,,,,,,,,,,,,,,,
,Instructional Expenditure Ratio (download only),,,,,,,,,,,,,,,,,,
,Program Information,"---------------------------- Count
District","Percent
--------------------------------","---------------------------- Count
State","Percent
--------------------------------",,,,,,,,,,,,,,
Teachers by Program (population served):,Teachers by Program (population served):,,,,,,,,,,,,,,,,,,
Teachers by Program (population served):,Bilingual/ESL Education,DPSTBIFC,DPSTBIFP,SPSTBIFC,SPSTBIFP,,,,,,,,,,,,,,
Teachers by Program (population served):,Career & Technical Education,DPSTVOFC,DPSTVOFP,SPSTVOFC,SPSTVOFP,,,,,,,,,,,,,,
Teachers by Program (population served):,Compensatory Education,DPSTCOFC,DPSTCOFP,SPSTCOFC,SPSTCOFP,,,,,,,,,,,,,,
Teachers by Program (population served):,Gifted & Talented Education,DPSTGIFC,DPSTGIFP,SPSTGIFC,SPSTGIFP,,,,,,,,,,,,,,
Teachers by Program (population served):,Regular Education,DPSTREFC,DPSTREFP,SPSTREFC,SPSTREFP,,,,,,,,,,,,,,
Teachers by Program (population served):,Special Education,DPSTSPFC,DPSTSPFP,SPSTSPFC,SPSTSPFP,,,,,,,,,,,,,,
Teachers by Program (population served):,Other,DPSTOPFC,DPSTOPFP,SPSTOPFC,SPSTOPFP,,,,,,,,,,,,,,
,Other,,,,,,,,,,,,,,,,,,
