DISTRICT,ASVAB_STATUS,CNTYNAME,COUNTY,DFLALTED,DFLCHART,DISTNAME,D_RATING,OUTCOME,REGION
"'180904"," ","OLDHAM","'180","N","N","WILDORADO ISD","Not Rated: Declared State of Disaster","Meets Requirements","'16"
"'181901"," ","ORANGE","'181","N","N","BRIDGE CITY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'05"
"'181905"," ","ORANGE","'181","N","N","ORANGEFIELD ISD","Not Rated: Declared State of Disaster","Meets Requirements","'05"
"'181906"," ","ORANGE","'181","N","N","WEST ORANGE-COVE CISD","Not Rated: Declared State of Disaster","Needs Assistance","'05"
"'181907"," ","ORANGE","'181","N","N","VIDOR ISD","Not Rated: Declared State of Disaster","Needs Assistance","'05"
"'181908"," ","ORANGE","'181","N","N","LITTLE CYPRESS-MAURICEVILLE CISD","Not Rated: Declared State of Disaster","Needs Assistance","'05"
"'182901"," ","PALO PINTO","'182","N","N","GORDON ISD","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'182902"," ","PALO PINTO","'182","N","N","GRAFORD ISD","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'182903"," ","PALO PINTO","'182","N","N","MINERAL WELLS ISD","Not Rated: Declared State of Disaster","Needs Assistance","'11"
"'182904"," ","PALO PINTO","'182","N","N","SANTO ISD","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'182905"," ","PALO PINTO","'182","N","N","STRAWN ISD","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'182906"," ","PALO PINTO","'182","N","N","PALO PINTO ISD","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'183801"," ","PANOLA","'183","N","Y","PANOLA CHARTER SCHOOL","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'183901"," ","PANOLA","'183","N","N","BECKVILLE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'183902"," ","PANOLA","'183","N","N","CARTHAGE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'183904"," ","PANOLA","'183","N","N","GARY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'184801"," ","PARKER","'184","Y","Y","CROSSTIMBERS ACADEMY","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'184901"," ","PARKER","'184","N","N","POOLVILLE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'184902"," ","PARKER","'184","N","N","SPRINGTOWN ISD","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'184903"," ","PARKER","'184","N","N","WEATHERFORD ISD","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'184904"," ","PARKER","'184","N","N","MILLSAP ISD","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'184907"," ","PARKER","'184","N","N","ALEDO ISD","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'184908"," ","PARKER","'184","N","N","PEASTER ISD","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'184909"," ","PARKER","'184","N","N","BROCK ISD","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'184911"," ","PARKER","'184","N","N","GARNER ISD","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'185901"," ","PARMER","'185","N","N","BOVINA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'16"
"'185902"," ","PARMER","'185","N","N","FARWELL ISD","Not Rated: Declared State of Disaster","Meets Requirements","'16"
"'185903"," ","PARMER","'185","N","N","FRIONA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'16"
"'185904"," ","PARMER","'185","N","N","LAZBUDDIE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'16"
"'186901"," ","PECOS","'186","N","N","BUENA VISTA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'18"
"'186902"," ","PECOS","'186","N","N","FORT STOCKTON ISD","Not Rated: Declared State of Disaster","Meets Requirements","'18"
"'186903"," ","PECOS","'186","N","N","IRAAN-SHEFFIELD ISD","Not Rated: Declared State of Disaster","Meets Requirements","'18"
"'187901"," ","POLK","'187","N","N","BIG SANDY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'06"
"'187903"," ","POLK","'187","N","N","GOODRICH ISD","Not Rated: Declared State of Disaster","Meets Requirements","'06"
"'187904"," ","POLK","'187","N","N","CORRIGAN-CAMDEN ISD","Not Rated: Declared State of Disaster","Meets Requirements","'06"
"'187906"," ","POLK","'187","N","N","LEGGETT ISD","Not Rated: Declared State of Disaster","Meets Requirements","'06"
"'187907"," ","POLK","'187","N","N","LIVINGSTON ISD","Not Rated: Declared State of Disaster","Needs Assistance","'06"
"'187910"," ","POLK","'187","N","N","ONALASKA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'06"
"'188901"," ","POTTER","'188","N","N","AMARILLO ISD","Not Rated: Declared State of Disaster","Needs Assistance","'16"
"'188902"," ","POTTER","'188","N","N","RIVER ROAD ISD","Not Rated: Declared State of Disaster","Meets Requirements","'16"
"'188903"," ","POTTER","'188","N","N","HIGHLAND PARK ISD","Not Rated: Declared State of Disaster","Meets Requirements","'16"
"'188904"," ","POTTER","'188","N","N","BUSHLAND ISD","Not Rated: Declared State of Disaster","Meets Requirements","'16"
"'189901"," ","PRESIDIO","'189","N","N","MARFA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'18"
"'189902"," ","PRESIDIO","'189","N","N","PRESIDIO ISD","Not Rated: Declared State of Disaster","Meets Requirements","'18"
"'190903"," ","RAINS","'190","N","N","RAINS ISD","Not Rated: Declared State of Disaster","Needs Assistance","'07"
"'191901"," ","RANDALL","'191","N","N","CANYON ISD","Not Rated: Declared State of Disaster","Needs Assistance","'16"
"'192901"," ","REAGAN","'192","N","N","REAGAN COUNTY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'18"
"'193801"," ","REAL","'193","N","Y","BIG SPRINGS CHARTER SCHOOL","Not Rated: Declared State of Disaster","Needs Assistance","'20"
"'193902"," ","REAL","'193","N","N","LEAKEY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'20"
"'194902"," ","RED RIVER","'194","N","N","AVERY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'08"
"'194903"," ","RED RIVER","'194","N","N","RIVERCREST ISD","Not Rated: Declared State of Disaster","Meets Requirements","'08"
"'194904"," ","RED RIVER","'194","N","N","CLARKSVILLE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'08"
"'194905"," ","RED RIVER","'194","N","N","DETROIT ISD","Not Rated: Declared State of Disaster","Meets Requirements","'08"
"'195901"," ","REEVES","'195","N","N","PECOS-BARSTOW-TOYAH ISD","Not Rated: Declared State of Disaster","Needs Assistance","'18"
"'195902"," ","REEVES","'195","N","N","BALMORHEA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'18"
"'196901"," ","REFUGIO","'196","N","N","AUSTWELL-TIVOLI ISD","Not Rated: Declared State of Disaster","Meets Requirements","'03"
"'196902"," ","REFUGIO","'196","N","N","WOODSBORO ISD","Not Rated: Declared State of Disaster","Meets Requirements","'03"
"'196903"," ","REFUGIO","'196","N","N","REFUGIO ISD","Not Rated: Declared State of Disaster","Meets Requirements","'03"
"'197902"," ","ROBERTS","'197","N","N","MIAMI ISD","Not Rated: Declared State of Disaster","Meets Requirements","'16"
"'198901"," ","ROBERTSON","'198","N","N","BREMOND ISD","Not Rated: Declared State of Disaster","Meets Requirements","'06"
"'198902"," ","ROBERTSON","'198","N","N","CALVERT ISD","Not Rated: Declared State of Disaster","Meets Requirements","'06"
"'198903"," ","ROBERTSON","'198","N","N","FRANKLIN ISD","Not Rated: Declared State of Disaster","Meets Requirements","'06"
"'198905"," ","ROBERTSON","'198","N","N","HEARNE ISD","Not Rated: Declared State of Disaster","Needs Assistance","'06"
"'198906"," ","ROBERTSON","'198","N","N","MUMFORD ISD","Not Rated: Declared State of Disaster","Meets Requirements","'06"
"'199901"," ","ROCKWALL","'199","N","N","ROCKWALL ISD","Not Rated: Declared State of Disaster","Meets Requirements","'10"
"'199902"," ","ROCKWALL","'199","N","N","ROYSE CITY ISD","Not Rated: Declared State of Disaster","Needs Assistance","'10"
"'200901"," ","RUNNELS","'200","N","N","BALLINGER ISD","Not Rated: Declared State of Disaster","Meets Requirements","'15"
"'200902"," ","RUNNELS","'200","N","N","MILES ISD","Not Rated: Declared State of Disaster","Meets Requirements","'15"
"'200904"," ","RUNNELS","'200","N","N","WINTERS ISD","Not Rated: Declared State of Disaster","Meets Requirements","'15"
"'200906"," ","RUNNELS","'200","N","N","OLFEN ISD","Not Rated: Declared State of Disaster","Meets Requirements","'15"
"'201902"," ","RUSK","'201","N","N","HENDERSON ISD","Not Rated: Declared State of Disaster","Needs Assistance","'07"
"'201903"," ","RUSK","'201","N","N","LANEVILLE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'201904"," ","RUSK","'201","N","N","LEVERETTS CHAPEL ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'201907"," ","RUSK","'201","N","N","MOUNT ENTERPRISE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'201908"," ","RUSK","'201","N","N","OVERTON ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'201910"," ","RUSK","'201","N","N","TATUM ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'201913"," ","RUSK","'201","N","N","CARLISLE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'201914"," ","RUSK","'201","N","N","WEST RUSK COUNTY CONSOLIDATED ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'202903"," ","SABINE","'202","N","N","HEMPHILL ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'202905"," ","SABINE","'202","N","N","WEST SABINE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'203901"," ","SAN AUGUSTINE","'203","N","N","SAN AUGUSTINE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'203902"," ","SAN AUGUSTINE","'203","N","N","BROADDUS ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'204901"," ","SAN JACINTO","'204","N","N","COLDSPRING-OAKHURST CISD","Not Rated: Declared State of Disaster","Needs Assistance","'06"
"'204904"," ","SAN JACINTO","'204","N","N","SHEPHERD ISD","Not Rated: Declared State of Disaster","Needs Assistance","'06"
"'205901"," ","SAN PATRICIO","'205","N","N","ARANSAS PASS ISD","Not Rated: Declared State of Disaster","Meets Requirements","'02"
"'205902"," ","SAN PATRICIO","'205","N","N","GREGORY-PORTLAND ISD","Not Rated: Declared State of Disaster","Needs Assistance","'02"
"'205903"," ","SAN PATRICIO","'205","N","N","INGLESIDE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'02"
"'205904"," ","SAN PATRICIO","'205","N","N","MATHIS ISD","Not Rated: Declared State of Disaster","Meets Requirements","'02"
"'205905"," ","SAN PATRICIO","'205","N","N","ODEM-EDROY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'02"
"'205906"," ","SAN PATRICIO","'205","N","N","SINTON ISD","Not Rated: Declared State of Disaster","Meets Requirements","'02"
"'205907"," ","SAN PATRICIO","'205","N","N","TAFT ISD","Not Rated: Declared State of Disaster","Meets Requirements","'02"
"'206901"," ","SAN SABA","'206","N","N","SAN SABA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'15"
"'206902"," ","SAN SABA","'206","N","N","RICHLAND SPRINGS ISD","Not Rated: Declared State of Disaster","Meets Requirements","'15"
"'206903"," ","SAN SABA","'206","N","N","CHEROKEE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'15"
"'207901"," ","SCHLEICHER","'207","N","N","SCHLEICHER ISD","Not Rated: Declared State of Disaster","Meets Requirements","'15"
"'208901"," ","SCURRY","'208","N","N","HERMLEIGH ISD","Not Rated: Declared State of Disaster","Meets Requirements","'14"
"'208902"," ","SCURRY","'208","N","N","SNYDER ISD","Not Rated: Declared State of Disaster","Needs Assistance","'14"
"'208903"," ","SCURRY","'208","N","N","IRA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'14"
"'209901"," ","SHACKELFORD","'209","N","N","ALBANY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'14"
"'209902"," ","SHACKELFORD","'209","N","N","MORAN ISD","Not Rated: Declared State of Disaster","Meets Requirements","'14"
"'210901"," ","SHELBY","'210","N","N","CENTER ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'210902"," ","SHELBY","'210","N","N","JOAQUIN ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'210903"," ","SHELBY","'210","N","N","SHELBYVILLE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'210904"," ","SHELBY","'210","N","N","TENAHA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'210905"," ","SHELBY","'210","N","N","TIMPSON ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'210906"," ","SHELBY","'210","N","N","EXCELSIOR ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'211901"," ","SHERMAN","'211","N","N","TEXHOMA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'16"
"'211902"," ","SHERMAN","'211","N","N","STRATFORD ISD","Not Rated: Declared State of Disaster","Meets Requirements","'16"
"'212801"," ","SMITH","'212","N","Y","CUMBERLAND ACADEMY","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'212804"," ","SMITH","'212","N","Y","UT TYLER UNIVERSITY ACADEMY","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'212901"," ","SMITH","'212","N","N","ARP ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'212902"," ","SMITH","'212","N","N","BULLARD ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'212903"," ","SMITH","'212","N","N","LINDALE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'212904"," ","SMITH","'212","N","N","TROUP ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'212905"," ","SMITH","'212","N","N","TYLER ISD","Not Rated: Declared State of Disaster","Needs Assistance","'07"
"'212906","ASVAB Test not Offered","SMITH","'212","N","N","WHITEHOUSE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'212909"," ","SMITH","'212","N","N","CHAPEL HILL ISD","Not Rated: Declared State of Disaster","Needs Substantial Intervention","'07"
"'212910"," ","SMITH","'212","N","N","WINONA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'213801"," ","SOMERVELL","'213","N","Y","BRAZOS RIVER CHARTER SCHOOL","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'213901"," ","SOMERVELL","'213","N","N","GLEN ROSE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'214901"," ","STARR","'214","N","N","RIO GRANDE CITY CISD","Not Rated: Declared State of Disaster","Needs Substantial Intervention","'01"
"'214902"," ","STARR","'214","N","N","SAN ISIDRO ISD","Not Rated: Declared State of Disaster","Meets Requirements","'01"
"'214903"," ","STARR","'214","N","N","ROMA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'01"
"'215901"," ","STEPHENS","'215","N","N","BRECKENRIDGE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'14"
"'216901"," ","STERLING","'216","N","N","STERLING CITY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'15"
"'217901"," ","STONEWALL","'217","N","N","ASPERMONT ISD","Not Rated: Declared State of Disaster","Meets Requirements","'14"
"'218901"," ","SUTTON","'218","N","N","SONORA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'15"
"'219901"," ","SWISHER","'219","N","N","HAPPY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'16"
"'219903"," ","SWISHER","'219","N","N","TULIA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'16"
"'219905"," ","SWISHER","'219","N","N","KRESS ISD","Not Rated: Declared State of Disaster","Meets Requirements","'16"
"'220801","ASVAB Test not Offered","TARRANT","'220","N","Y","TREETOPS SCHOOL INTERNATIONAL","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'220802"," ","TARRANT","'220","N","Y","ARLINGTON CLASSICS ACADEMY","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'220809","ASVAB Test not Offered","TARRANT","'220","N","Y","FORT WORTH ACADEMY OF FINE ARTS","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'220810","ASVAB Alternative Test Offered","TARRANT","'220","N","Y","WESTLAKE ACADEMY CHARTER SCHOOL","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'220811"," ","TARRANT","'220","N","Y","EAST FORT WORTH MONTESSORI ACADEMY","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'220814"," ","TARRANT","'220","N","Y","TEXAS SCHOOL OF THE ARTS","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'220815"," ","TARRANT","'220","N","Y","CHAPEL HILL ACADEMY","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'220817"," ","TARRANT","'220","N","Y","NEWMAN INTERNATIONAL ACADEMY OF AR","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'220819","ASVAB Test not Offered","TARRANT","'220","N","Y","HIGH POINT ACADEMY","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'220901"," ","TARRANT","'220","N","N","ARLINGTON ISD","Not Rated: Declared State of Disaster","Needs Substantial Intervention","'11"
"'220902"," ","TARRANT","'220","N","N","BIRDVILLE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'220904"," ","TARRANT","'220","N","N","EVERMAN ISD","Not Rated: Declared State of Disaster","Needs Intervention","'11"
"'220905"," ","TARRANT","'220","N","N","FORT WORTH ISD","Not Rated: Declared State of Disaster","Needs Intervention","'11"
"'220906"," ","TARRANT","'220","N","N","GRAPEVINE-COLLEYVILLE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'220907"," ","TARRANT","'220","N","N","KELLER ISD","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'220908"," ","TARRANT","'220","N","N","MANSFIELD ISD","Not Rated: Declared State of Disaster","Needs Assistance","'11"
"'220910"," ","TARRANT","'220","N","N","LAKE WORTH ISD","Not Rated: Declared State of Disaster","Needs Intervention","'11"
"'220912"," ","TARRANT","'220","N","N","CROWLEY ISD","Not Rated: Declared State of Disaster","Needs Assistance","'11"
"'220914"," ","TARRANT","'220","N","N","KENNEDALE ISD","Not Rated: Declared State of Disaster","Needs Assistance","'11"
"'220915"," ","TARRANT","'220","N","N","AZLE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'220916"," ","TARRANT","'220","N","N","HURST-EULESS-BEDFORD ISD","Not Rated: Declared State of Disaster","Needs Assistance","'11"
"'220917"," ","TARRANT","'220","N","N","CASTLEBERRY ISD","Not Rated: Declared State of Disaster","Needs Assistance","'11"
"'220918"," ","TARRANT","'220","N","N","EAGLE MT-SAGINAW ISD","Not Rated: Declared State of Disaster","Needs Assistance","'11"
"'220919"," ","TARRANT","'220","N","N","CARROLL ISD","Not Rated: Declared State of Disaster","Meets Requirements","'11"
"'220920"," ","TARRANT","'220","N","N","WHITE SETTLEMENT ISD","Not Rated: Declared State of Disaster","Needs Assistance","'11"
"'221801","ASVAB Alternative Test Offered","TAYLOR","'221","N","Y","TEXAS COLLEGE PREPARATORY ACADEMIE","Not Rated: Declared State of Disaster","Meets Requirements","'14"
"'221901"," ","TAYLOR","'221","N","N","ABILENE ISD","Not Rated: Declared State of Disaster","Needs Assistance","'14"
"'221904"," ","TAYLOR","'221","N","N","MERKEL ISD","Not Rated: Declared State of Disaster","Meets Requirements","'14"
"'221905"," ","TAYLOR","'221","N","N","TRENT ISD","Not Rated: Declared State of Disaster","Meets Requirements","'14"
"'221911"," ","TAYLOR","'221","N","N","JIM NED CISD","Not Rated: Declared State of Disaster","Meets Requirements","'14"
"'221912"," ","TAYLOR","'221","N","N","WYLIE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'14"
"'222901"," ","TERRELL","'222","N","N","TERRELL COUNTY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'18"
"'223901"," ","TERRY","'223","N","N","BROWNFIELD ISD","Not Rated: Declared State of Disaster","Meets Requirements","'17"
"'223902"," ","TERRY","'223","N","N","MEADOW ISD","Not Rated: Declared State of Disaster","Meets Requirements","'17"
"'223904"," ","TERRY","'223","N","N","WELLMAN-UNION CISD","Not Rated: Declared State of Disaster","Meets Requirements","'17"
"'224901","ASVAB Alternative Test Offered","THROCKMORTON","'224","N","N","THROCKMORTON COLLEGIATE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'09"
"'224902"," ","THROCKMORTON","'224","N","N","WOODSON ISD","Not Rated: Declared State of Disaster","Meets Requirements","'09"
"'225902"," ","TITUS","'225","N","N","MOUNT PLEASANT ISD","Not Rated: Declared State of Disaster","Meets Requirements","'08"
"'225906"," ","TITUS","'225","N","N","CHAPEL HILL ISD","Not Rated: Declared State of Disaster","Meets Requirements","'08"
"'225907"," ","TITUS","'225","N","N","HARTS BLUFF ISD","Not Rated: Declared State of Disaster","Meets Requirements","'08"
"'226801"," ","TOM GREEN","'226","N","Y","TEXAS LEADERSHIP PUBLIC SCHOOLS","Not Rated: Declared State of Disaster","Meets Requirements","'15"
"'226901"," ","TOM GREEN","'226","N","N","CHRISTOVAL ISD","Not Rated: Declared State of Disaster","Meets Requirements","'15"
"'226903"," ","TOM GREEN","'226","N","N","SAN ANGELO ISD","Not Rated: Declared State of Disaster","Needs Intervention","'15"
"'226905"," ","TOM GREEN","'226","N","N","WATER VALLEY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'15"
"'226906"," ","TOM GREEN","'226","N","N","WALL ISD","Not Rated: Declared State of Disaster","Meets Requirements","'15"
"'226907"," ","TOM GREEN","'226","N","N","GRAPE CREEK ISD","Not Rated: Declared State of Disaster","Meets Requirements","'15"
"'226908"," ","TOM GREEN","'226","N","N","VERIBEST ISD","Not Rated: Declared State of Disaster","Meets Requirements","'15"
"'227506","ASVAB Test not Offered","TRAVIS","'227","N","N","UNIVERSITY OF TEXAS AT AUSTIN H S","Not Rated: Declared State of Disaster","Meets Requirements","'13"
"'227803"," ","TRAVIS","'227","N","Y","WAYSIDE SCHOOLS","Not Rated: Declared State of Disaster","Meets Requirements","'13"
"'227804"," ","TRAVIS","'227","N","Y","NYOS CHARTER SCHOOL","Not Rated: Declared State of Disaster","Meets Requirements","'13"
"'227805"," ","TRAVIS","'227","N","Y","TEXAS EMPOWERMENT ACADEMY","Not Rated: Declared State of Disaster","Meets Requirements","'13"
"'227806"," ","TRAVIS","'227","Y","Y","UNIVERSITY OF TEXAS UNIVERSITY CHA","Not Rated: Declared State of Disaster","Meets Requirements","'13"
"'227814"," ","TRAVIS","'227","N","Y","CHAPARRAL STAR ACADEMY","Not Rated: Declared State of Disaster","Meets Requirements","'13"
"'227816"," ","TRAVIS","'227","N","Y","HARMONY SCIENCE ACADEMY (AUSTIN)","Not Rated: Declared State of Disaster","Needs Assistance","'13"
"'227817","ASVAB Test not Offered","TRAVIS","'227","N","Y","CEDARS INTERNATIONAL ACADEMY","Not Rated: Declared State of Disaster","Meets Requirements","'13"
"'227819"," ","TRAVIS","'227","N","Y","UNIVERSITY OF TEXAS ELEMENTARY CHA","Not Rated: Declared State of Disaster","Meets Requirements","'13"
"'227820","ASVAB Alternative Test Offered","TRAVIS","'227","N","Y","KIPP TEXAS PUBLIC SCHOOLS","Not Rated: Declared State of Disaster","Needs Intervention","'04"
"'227821"," ","TRAVIS","'227","N","Y","AUSTIN DISCOVERY SCHOOL","Not Rated: Declared State of Disaster","Meets Requirements","'13"
"'227824","ASVAB Test not Offered","TRAVIS","'227","N","Y","PROMESA PUBLIC SCHOOLS","Not Rated: Declared State of Disaster","Meets Requirements","'13"
"'227825"," ","TRAVIS","'227","N","Y","AUSTIN ACHIEVE PUBLIC SCHOOLS","Not Rated: Declared State of Disaster","Meets Requirements","'13"
"'227826"," ","TRAVIS","'227","N","Y","MONTESSORI FOR ALL","Not Rated: Declared State of Disaster","Meets Requirements","'13"
"'227827"," ","TRAVIS","'227","Y","Y","THE EXCEL CENTER (FOR ADULTS)","Not Rated: Declared State of Disaster","Meets Requirements","'13"
"'227829","ASVAB Test not Offered","TRAVIS","'227","N","Y","VALOR PUBLIC SCHOOLS","Not Rated: Declared State of Disaster","Meets Requirements","'13"
"'227901"," ","TRAVIS","'227","N","N","AUSTIN ISD","Not Rated: Declared State of Disaster","Needs Assistance","'13"
"'227904"," ","TRAVIS","'227","N","N","PFLUGERVILLE ISD","Not Rated: Declared State of Disaster","Needs Assistance","'13"
"'227907"," ","TRAVIS","'227","N","N","MANOR ISD","Not Rated: Declared State of Disaster","Needs Intervention","'13"
"'227909"," ","TRAVIS","'227","N","N","EANES ISD","Not Rated: Declared State of Disaster","Meets Requirements","'13"
"'227910"," ","TRAVIS","'227","N","N","DEL VALLE ISD","Not Rated: Declared State of Disaster","Needs Intervention","'13"
"'227912"," ","TRAVIS","'227","N","N","LAGO VISTA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'13"
"'227913"," ","TRAVIS","'227","N","N","LAKE TRAVIS ISD","Not Rated: Declared State of Disaster","Meets Requirements","'13"
"'228901"," ","TRINITY","'228","N","N","GROVETON ISD","Not Rated: Declared State of Disaster","Meets Requirements","'06"
"'228903"," ","TRINITY","'228","N","N","TRINITY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'06"
"'228904"," ","TRINITY","'228","N","N","CENTERVILLE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'06"
"'228905"," ","TRINITY","'228","N","N","APPLE SPRINGS ISD","Not Rated: Declared State of Disaster","Meets Requirements","'06"
"'229901"," ","TYLER","'229","N","N","COLMESNEIL ISD","Not Rated: Declared State of Disaster","Meets Requirements","'05"
"'229903"," ","TYLER","'229","N","N","WOODVILLE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'05"
"'229904"," ","TYLER","'229","N","N","WARREN ISD","Not Rated: Declared State of Disaster","Meets Requirements","'05"
"'229905"," ","TYLER","'229","N","N","SPURGER ISD","Not Rated: Declared State of Disaster","Meets Requirements","'05"
"'229906"," ","TYLER","'229","N","N","CHESTER ISD","Not Rated: Declared State of Disaster","Meets Requirements","'05"
"'230901"," ","UPSHUR","'230","N","N","BIG SANDY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'230902"," ","UPSHUR","'230","N","N","GILMER ISD","Not Rated: Declared State of Disaster","Needs Assistance","'07"
"'230903"," ","UPSHUR","'230","N","N","ORE CITY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'230904","ASVAB Test not Offered","UPSHUR","'230","N","N","UNION HILL ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'230905"," ","UPSHUR","'230","N","N","HARMONY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'230906"," ","UPSHUR","'230","N","N","NEW DIANA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'230908"," ","UPSHUR","'230","N","N","UNION GROVE ISD","Not Rated: Declared State of Disaster","Meets Requirements","'07"
"'231901"," ","UPTON","'231","N","N","MCCAMEY ISD","Not Rated: Declared State of Disaster","Meets Requirements","'18"
"'231902"," ","UPTON","'231","N","N","RANKIN ISD","Not Rated: Declared State of Disaster","Meets Requirements","'18"
"'232901"," ","UVALDE","'232","N","N","KNIPPA ISD","Not Rated: Declared State of Disaster","Meets Requirements","'20"
"'232902"," ","UVALDE","'232","N","N","SABINAL ISD","Not Rated: Declared State of Disaster","Meets Requirements","'20"
"'232903"," ","UVALDE","'232","N","N","UVALDE CISD","Not Rated: Declared State of Disaster","Needs Assistance","'20"
