DISTRICT,DD000A00200019R,DD000AA1200019R,DD000AE2200019R,DD000AM0200019R,DD000AR0200019R,DD004AM0200019R,DD004AR0200019R,DD005AM0200019R,DD005AR0200019R,DD006AM0200019R,DD006AR0200019R,DD007AM0200019R,DD007AR0200019R,DD008AM0200019R,DD008AR0200019R,DD200A00200019R,DD200AA1200019R,DD200AE2200019R,DD200AM0200019R,DD200AR0200019R,DD204AM0200019R,DD204AR0200019R,DD205AM0200019R,DD205AR0200019R,DD206AM0200019R,DD206AR0200019R,DD207AM0200019R,DD207AR0200019R,DD208AM0200019R,DD208AR0200019R,DD300A00200019R,DD300AA1200019R,DD300AE2200019R,DD300AM0200019R,DD300AR0200019R,DD304AM0200019R,DD304AR0200019R,DD305AM0200019R,DD305AR0200019R,DD306AM0200019R,DD306AR0200019R,DD307AM0200019R,DD307AR0200019R,DD308AM0200019R,DD308AR0200019R,DD400A00200019R,DD400AA1200019R,DD400AE2200019R,DD400AM0200019R,DD400AR0200019R,DD404AM0200019R,DD404AR0200019R,DD405AM0200019R,DD405AR0200019R,DD406AM0200019R,DD406AR0200019R,DD407AM0200019R,DD407AR0200019R,DD408AM0200019R,DD408AR0200019R,DDA00A00200019R,DDA00AA1200019R,DDA00AE2200019R,DDA00AM0200019R,DDA00AR0200019R,DDA04AM0200019R,DDA04AR0200019R,DDA05AM0200019R,DDA05AR0200019R,DDA06AM0200019R,DDA06AR0200019R,DDA07AM0200019R,DDA07AR0200019R,DDA08AM0200019R,DDA08AR0200019R,DDB00A00200019R,DDB00AA1200019R,DDB00AE2200019R,DDB00AM0200019R,DDB00AR0200019R,DDB04AM0200019R,DDB04AR0200019R,DDB05AM0200019R,DDB05AR0200019R,DDB06AM0200019R,DDB06AR0200019R,DDB07AM0200019R,DDB07AR0200019R,DDB08AM0200019R,DDB08AR0200019R,DDE00A00200019R,DDE00AA1200019R,DDE00AE2200019R,DDE00AM0200019R,DDE00AR0200019R,DDE04AM0200019R,DDE04AR0200019R,DDE05AM0200019R,DDE05AR0200019R,DDE06AM0200019R,DDE06AR0200019R,DDE07AM0200019R,DDE07AR0200019R,DDE08AM0200019R,DDE08AR0200019R,DDF00A00200019R,DDF00AA1200019R,DDF00AE2200019R,DDF00AM0200019R,DDF00AR0200019R,DDF04AM0200019R,DDF04AR0200019R,DDF05AM0200019R,DDF05AR0200019R,DDF06AM0200019R,DDF06AR0200019R,DDF07AM0200019R,DDF07AR0200019R,DDF08AM0200019R,DDF08AR0200019R,DDH00A00200019R,DDH00AA1200019R,DDH00AE2200019R,DDH00AM0200019R,DDH00AR0200019R,DDH04AM0200019R,DDH04AR0200019R,DDH05AM0200019R,DDH05AR0200019R,DDH06AM0200019R,DDH06AR0200019R,DDH07AM0200019R,DDH07AR0200019R,DDH08AM0200019R,DDH08AR0200019R,DDI00A00200019R,DDI00AA1200019R,DDI00AE2200019R,DDI00AM0200019R,DDI00AR0200019R,DDI04AM0200019R,DDI04AR0200019R,DDI05AM0200019R,DDI05AR0200019R,DDI06AM0200019R,DDI06AR0200019R,DDI07AM0200019R,DDI07AR0200019R,DDI08AM0200019R,DDI08AR0200019R,DDM00A00200019R,DDM00AA1200019R,DDM00AE2200019R,DDM00AM0200019R,DDM00AR0200019R,DDM04AM0200019R,DDM04AR0200019R,DDM05AM0200019R,DDM05AR0200019R,DDM06AM0200019R,DDM06AR0200019R,DDM07AM0200019R,DDM07AR0200019R,DDM08AM0200019R,DDM08AR0200019R,DDR00A00200019R,DDR00AA1200019R,DDR00AE2200019R,DDR00AM0200019R,DDR00AR0200019R,DDR04AM0200019R,DDR04AR0200019R,DDR05AM0200019R,DDR05AR0200019R,DDR06AM0200019R,DDR06AR0200019R,DDR07AM0200019R,DDR07AR0200019R,DDR08AM0200019R,DDR08AR0200019R,DDS00A00200019R,DDS00AA1200019R,DDS00AE2200019R,DDS00AM0200019R,DDS00AR0200019R,DDS04AM0200019R,DDS04AR0200019R,DDS05AM0200019R,DDS05AR0200019R,DDS06AM0200019R,DDS06AR0200019R,DDS07AM0200019R,DDS07AR0200019R,DDS08AM0200019R,DDS08AR0200019R,DDW00A00200019R,DDW00AA1200019R,DDW00AE2200019R,DDW00AM0200019R,DDW00AR0200019R,DDW04AM0200019R,DDW04AR0200019R,DDW05AM0200019R,DDW05AR0200019R,DDW06AM0200019R,DDW06AR0200019R,DDW07AM0200019R,DDW07AR0200019R,DDW08AM0200019R,DDW08AR0200019R,DISTNAME,DNC00A00200019R,DNC00AA1200019R,DNC00AE2200019R,DNC00AM0200019R,DNC00AR0200019R,DNC04AM0200019R,DNC04AR0200019R,DNC05AM0200019R,DNC05AR0200019R,DNC06AM0200019R,DNC06AR0200019R,DNC07AM0200019R,DNC07AR0200019R,DNC08AM0200019R,DNC08AR0200019R,DNM00A00200019R,DNM00AA1200019R,DNM00AE2200019R,DNM00AM0200019R,DNM00AR0200019R,DNM04AM0200019R,DNM04AR0200019R,DNM05AM0200019R,DNM05AR0200019R,DNM06AM0200019R,DNM06AR0200019R,DNM07AM0200019R,DNM07AR0200019R,DNM08AM0200019R,DNM08AR0200019R,DNS00A00200019R,DNS00AA1200019R,DNS00AE2200019R,DNS00AM0200019R,DNS00AR0200019R,DNS04AM0200019R,DNS04AR0200019R,DNS05AM0200019R,DNS05AR0200019R,DNS06AM0200019R,DNS06AR0200019R,DNS07AM0200019R,DNS07AR0200019R,DNS08AM0200019R,DNS08AR0200019R
"'018902",81,.,-1,83,78,-1,-1,100,80,-1,-1,-1,-1,-1,-1,45,-1,.,50,40,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,.,.,-1,-1,.,.,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65,34,53,64,66,55,75,82,77,78,33,50,87,77,67,85,.,.,90,80,-1,-1,-1,-1,-1,-1,-1,-1,.,.,63,33,59,66,61,59,73,88,73,76,19,58,77,79,63,68,42,38,65,72,56,89,80,70,83,44,46,92,79,85,69,45,63,71,67,46,82,90,71,100,36,56,75,82,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62,23,70,64,61,55,64,84,86,75,28,55,80,75,47,64,28,47,64,64,47,71,90,78,92,21,57,87,81,69,62,0,50,58,65,40,60,92,92,-1,-1,-1,-1,71,57,63,30,47,60,66,54,72,80,78,62,31,50,92,73,67,"MERIDIAN ISD",66,33,55,67,65,55,83,81,70,80,30,57,80,86,69,63,38,50,57,68,55,55,85,92,71,43,38,100,50,60,42,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,.,.
"'018903",69,-1,-1,71,67,-1,-1,-1,-1,.,.,-1,-1,-1,-1,67,.,.,-1,-1,.,.,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69,91,80,67,71,-1,-1,100,100,20,20,25,75,80,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69,100,78,68,69,-1,-1,-1,-1,-1,-1,29,71,78,78,59,-1,80,50,68,-1,-1,-1,-1,-1,-1,10,100,-1,-1,72,100,83,70,73,-1,-1,-1,-1,-1,-1,40,80,83,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75,88,80,76,73,-1,-1,-1,-1,-1,-1,-1,-1,78,78,63,-1,-1,62,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,-1,-1,80,80,.,.,-1,-1,.,.,.,.,-1,-1,63,-1,-1,67,58,.,.,-1,-1,-1,-1,-1,-1,-1,-1,"MORGAN ISD",72,100,75,72,72,-1,-1,100,100,-1,-1,29,71,78,78,56,80,-1,50,64,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,-1,-1,.,.,-1,-1
"'018904",74,-1,40,71,76,-1,-1,-1,-1,-1,-1,-1,-1,78,72,69,.,.,58,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,62,71,69,71,83,89,79,84,54,31,49,87,89,75,54,-1,-1,50,57,.,.,-1,-1,-1,-1,-1,-1,-1,-1,67,47,64,65,70,83,93,67,75,60,37,41,91,83,69,75,72,76,75,74,86,93,81,83,61,43,53,88,93,72,72,-1,50,73,71,100,89,79,79,70,60,40,80,80,63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66,53,66,63,69,82,87,76,87,48,20,46,86,84,79,66,59,69,64,68,80,90,77,85,47,22,39,86,84,88,56,36,-1,50,63,72,83,67,67,22,33,-1,-1,-1,-1,70,57,79,69,72,80,88,80,85,56,28,54,93,94,81,"VALLEY MILLS ISD",69,63,70,67,71,84,90,75,80,54,34,41,84,88,74,72,61,75,72,73,81,88,87,93,53,23,63,91,92,77,44,.,.,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.
"'018905",57,-1,-1,52,61,50,60,-1,-1,0,10,-1,-1,75,100,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,58,100,36,58,57,33,42,85,76,28,38,42,65,65,81,-1,.,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,57,100,30,56,58,33,42,90,80,21,43,42,63,65,81,58,100,36,58,58,-1,-1,72,78,7,43,-1,-1,-1,-1,57,-1,30,57,57,35,30,100,93,25,33,50,80,75,90,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,58,-1,-1,58,57,25,38,100,75,44,33,35,60,70,85,53,100,29,52,54,28,44,86,77,23,31,28,56,63,79,35,.,-1,24,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,100,42,58,60,-1,-1,72,72,-1,-1,36,57,-1,-1,"WALNUT SPRINGS ISD",57,100,50,55,58,33,56,88,77,25,29,31,63,59,77,61,-1,20,68,55,-1,-1,-1,-1,-1,-1,60,70,-1,-1,-1,.,.,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.
"'018906",-1,.,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,-1,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,58,-1,50,55,61,67,61,38,72,11,28,57,71,86,68,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,-1,-1,54,61,50,70,28,72,0,20,63,75,89,56,60,-1,56,58,62,-1,-1,39,72,-1,-1,-1,-1,78,67,50,-1,-1,50,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,.,-1,53,60,60,50,36,71,17,42,60,70,100,70,64,-1,-1,56,73,-1,-1,33,72,-1,-1,57,71,80,80,37,-1,.,40,33,.,.,-1,-1,-1,-1,-1,-1,-1,-1,60,-1,45,55,63,71,64,33,75,20,50,54,67,80,70,"IREDELL ISD",59,-1,50,54,63,60,50,42,75,6,31,56,88,85,69,57,-1,-1,59,56,-1,-1,-1,-1,-1,-1,58,50,-1,-1,-1,.,.,-1,-1,.,.,-1,-1,.,.,-1,-1,.,.
"'018907",-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,54,50,64,49,59,6,50,100,81,63,25,25,54,53,78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,54,43,56,51,56,8,46,100,75,54,21,32,59,63,75,54,50,60,48,60,9,41,100,83,80,60,31,56,44,61,57,-1,-1,67,45,-1,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,50,67,51,58,0,64,100,78,55,9,17,50,64,100,55,29,20,54,55,0,40,100,82,67,17,33,58,-1,-1,60,30,-1,50,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,50,62,46,60,6,56,100,84,58,31,25,54,42,71,"KOPPERL ISD",56,36,50,52,60,11,50,100,86,72,11,33,72,25,75,52,70,83,46,58,0,50,-1,-1,50,43,10,20,81,81,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,-1,-1
"'018908",60,-1,.,75,43,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73,100,79,76,70,33,57,96,92,80,20,69,69,100,82,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,70,100,80,73,68,25,45,95,90,-1,-1,69,69,100,71,69,-1,-1,74,63,25,50,100,100,-1,-1,-1,-1,100,60,67,-1,-1,70,63,-1,-1,100,100,-1,-1,64,64,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,77,-1,75,78,76,43,64,92,83,-1,-1,-1,-1,100,100,74,-1,-1,70,78,33,67,95,91,-1,-1,50,60,100,100,81,.,-1,80,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,100,75,83,77,39,78,93,86,-1,-1,-1,-1,100,90,"CRANFILLS GAP ISD",71,-1,80,76,65,36,54,100,91,80,20,75,58,100,75,84,-1,-1,75,94,-1,-1,-1,-1,.,.,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.
"'019901",56,60,-1,50,61,.,.,-1,-1,14,29,-1,-1,83,75,65,-1,.,68,62,-1,-1,88,56,-1,-1,60,60,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,63,71,74,64,62,52,55,80,68,31,34,67,66,87,76,52,45,75,47,57,29,57,86,50,27,27,36,57,94,88,58,62,71,61,56,52,48,81,61,30,32,56,59,90,72,67,76,85,68,66,67,66,80,72,23,39,77,71,93,68,67,63,90,70,64,75,50,86,68,25,38,79,71,83,71,100,.,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,60,68,64,60,59,32,39,81,63,39,29,61,64,83,81,58,46,73,57,58,50,62,79,64,21,21,54,59,83,74,40,20,-1,46,35,-1,-1,100,20,25,0,33,33,72,56,65,81,70,67,63,50,53,75,75,36,35,79,70,87,74,"DEKALB ISD",61,65,68,61,60,48,53,78,70,35,25,64,64,88,80,68,83,95,69,67,59,57,88,63,24,53,73,71,86,70,36,-1,.,31,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'019902",63,-1,-1,59,66,-1,-1,-1,-1,50,40,-1,-1,-1,-1,62,-1,50,67,58,-1,-1,-1,-1,50,33,-1,70,93,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,84,58,72,63,76,67,42,67,71,45,69,73,86,75,64,67,50,68,59,-1,-1,75,67,86,57,50,50,67,83,64,83,46,68,59,74,66,35,70,65,41,65,66,90,73,71,91,68,75,67,73,70,44,69,79,49,75,88,86,66,71,100,50,74,68,-1,-1,40,70,69,63,-1,80,88,68,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,63,79,52,68,60,81,62,40,65,63,41,63,60,86,84,63,67,48,65,61,45,73,57,74,59,34,63,68,89,79,51,39,8,51,50,-1,-1,61,61,-1,-1,40,50,71,79,68,86,62,72,64,76,66,37,65,73,42,79,80,87,75,"HOOKS ISD",67,83,60,70,63,78,69,43,70,73,44,69,75,82,73,69,85,55,75,62,73,64,39,50,63,50,68,71,100,82,53,.,.,56,50,-1,-1,-1,-1,-1,-1,-1,-1,.,.
"'019903",-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,47,-1,.,38,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,67,47,68,67,66,60,57,95,88,23,27,86,80,91,75,50,-1,-1,38,61,.,.,.,.,-1,-1,-1,-1,-1,-1,65,40,70,63,66,58,48,92,94,21,29,79,76,84,74,65,58,54,68,61,68,48,94,88,20,35,94,94,90,75,58,.,.,56,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,33,79,67,70,50,68,95,89,25,22,83,74,91,75,66,40,88,63,70,64,55,94,94,6,19,83,71,92,85,50,13,-1,40,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,52,64,71,68,62,59,95,89,29,31,92,84,93,72,"MAUD ISD",68,48,72,69,67,61,57,96,90,21,21,87,79,93,75,62,43,-1,61,63,56,56,92,83,29,43,83,83,-1,-1,55,.,.,50,60,-1,-1,-1,-1,-1,-1,.,.,.,.
"'019905",59,-1,.,65,53,-1,-1,-1,-1,-1,-1,80,70,-1,-1,56,64,-1,53,59,35,20,94,75,18,46,65,90,83,58,-1,-1,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,.,.,-1,-1,.,.,.,.,-1,-1,.,.,-1,-1,60,50,73,56,63,47,32,90,87,21,34,60,77,86,76,55,38,68,50,59,47,39,91,59,14,32,53,78,89,80,59,50,67,56,61,45,30,91,86,16,36,59,75,87,75,62,58,63,61,63,50,18,97,90,27,43,60,82,90,79,68,58,92,66,71,80,10,-1,-1,-1,-1,71,88,92,75,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,58,42,88,52,63,44,45,84,84,14,27,60,72,83,74,59,38,75,55,63,55,25,95,86,13,25,52,73,82,75,52,17,65,46,59,64,59,88,79,7,20,35,65,79,71,61,52,71,58,64,44,33,89,94,25,32,59,72,85,78,"NEW BOSTON ISD",59,52,72,54,63,40,33,90,85,21,36,58,76,84,79,62,46,76,62,62,60,31,91,91,19,28,66,78,91,70,62,-1,-1,57,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,.
"'019906",62,.,-1,67,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,-1,-1,55,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,78,.,-1,-1,83,.,.,-1,-1,-1,-1,.,.,-1,-1,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,69,79,64,73,64,65,51,79,74,70,40,71,82,79,76,62,60,.,62,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,73,65,70,63,64,45,78,76,56,32,71,81,78,78,70,82,62,75,65,71,51,76,74,74,43,74,84,77,74,68,-1,-1,72,64,-1,-1,-1,-1,-1,-1,-1,90,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,68,76,66,72,64,60,51,82,74,67,38,67,80,83,79,66,59,48,70,61,57,41,85,78,58,24,67,79,90,73,53,14,50,48,59,25,50,100,67,-1,-1,21,57,100,83,69,80,62,74,64,66,51,78,73,76,43,71,82,78,75,"REDWATER ISD",68,75,66,72,63,66,49,77,68,76,40,65,78,77,81,72,94,56,76,68,63,55,84,88,56,40,88,95,83,70,38,.,.,42,33,-1,-1,.,.,-1,-1,-1,-1,.,.
"'019907",65,64,60,64,67,71,64,83,80,36,46,45,68,89,79,69,56,78,69,69,64,68,92,79,48,46,69,63,90,85,82,-1,-1,89,76,89,83,100,83,-1,-1,100,-1,86,70,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,65,57,64,63,67,65,63,85,84,39,39,51,76,85,75,62,45,65,59,64,57,57,85,84,34,35,39,75,89,70,64,48,60,62,66,62,62,83,84,39,37,41,76,87,73,66,62,64,64,69,60,61,86,86,38,43,54,82,85,79,66,61,58,63,69,70,69,83,80,35,46,46,74,87,78,83,-1,-1,78,89,-1,-1,-1,-1,-1,-1,-1,-1,.,.,64,52,65,63,65,70,65,85,83,40,36,47,70,84,72,64,37,64,60,67,62,61,84,88,33,30,35,71,89,77,56,21,64,54,57,59,51,81,75,39,28,27,64,75,62,68,64,64,67,69,74,67,85,88,48,40,59,80,77,79,"TEXARKANA ISD",65,56,66,63,67,66,65,86,83,37,38,52,75,84,75,65,58,61,63,67,63,58,82,90,45,42,48,79,88,75,63,40,-1,56,71,79,79,58,83,70,30,25,75,75,75
"'019908",51,-1,-1,48,54,29,36,-1,-1,-1,-1,71,71,-1,-1,66,63,71,68,64,67,39,40,90,50,0,88,94,82,86,60,-1,.,-1,-1,.,.,.,.,-1,-1,-1,-1,.,.,-1,.,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,60,47,64,60,60,40,40,61,72,56,32,73,80,86,76,58,43,64,57,59,36,38,56,67,50,31,72,81,86,74,59,42,64,59,60,44,39,60,74,52,31,73,79,84,77,61,55,63,63,59,37,35,66,71,64,40,73,76,89,78,65,65,75,62,68,33,38,67,72,50,58,82,82,86,86,86,.,.,86,86,-1,-1,.,.,-1,-1,-1,-1,.,.,59,40,65,57,60,44,45,57,73,48,25,74,83,82,73,57,39,62,57,58,42,39,60,71,50,25,67,77,84,75,47,9,57,45,50,41,44,58,47,56,19,44,71,69,61,60,50,62,63,58,44,42,71,78,61,31,72,75,86,75,"LIBERTY-EYLAU ISD",62,50,61,63,61,45,44,60,71,58,35,74,79,90,75,54,40,72,51,56,31,32,64,76,50,25,69,82,73,78,73,-1,-1,82,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'019909",70,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,79,-1,.,64,93,-1,-1,.,.,-1,-1,-1,-1,-1,-1,70,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,77,72,69,67,63,56,81,80,47,32,69,89,86,78,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,67,74,65,68,67,57,59,86,74,47,34,68,85,80,78,70,81,67,71,70,65,59,75,79,41,31,75,100,88,81,96,-1,-1,93,100,.,.,-1,-1,.,.,.,.,-1,-1,-1,.,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,67,73,76,68,65,62,53,86,81,53,33,63,79,82,73,65,58,56,61,69,56,56,80,100,50,30,57,87,75,83,63,33,60,59,65,-1,-1,100,80,-1,-1,57,71,50,92,67,76,72,69,66,62,55,80,80,46,31,68,88,92,72,"SIMMS ISD",70,75,77,71,69,70,60,83,90,58,24,57,91,86,67,66,81,59,68,64,44,44,79,63,35,41,92,83,86,93,42,-1,.,57,25,-1,-1,-1,-1,-1,-1,-1,-1,.,.
"'019910",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78,.,.,83,73,70,83,89,82,90,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,90,.,.,100,80,-1,-1,100,88,-1,-1,.,.,.,.,78,.,.,82,74,64,79,92,83,-1,-1,.,.,.,.,100,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,78,.,.,83,73,75,88,88,81,83,33,.,.,.,.,64,.,.,71,57,-1,-1,86,86,-1,-1,.,.,.,.,55,.,.,60,50,-1,-1,-1,-1,.,.,.,.,.,.,78,.,.,83,73,75,89,86,78,90,40,.,.,.,.,"MALTA ISD",81,.,.,86,76,82,91,87,79,92,42,.,.,.,.,68,.,.,73,64,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.
"'019911",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,80,-1,.,80,80,-1,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,.,.,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75,92,.,74,77,68,76,73,81,66,56,85,98,82,75,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,64,-1,.,65,64,63,50,60,60,-1,-1,-1,-1,60,67,78,86,.,77,79,62,86,73,73,72,58,93,98,89,71,71,.,.,67,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,.,.,.,.,-1,-1,.,.,-1,-1,73,100,.,71,75,73,66,74,92,63,55,76,98,71,81,68,.,.,62,74,-1,-1,71,75,58,50,68,100,50,83,53,.,.,40,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,75,89,.,74,76,68,78,73,81,67,54,85,98,80,72,"RED LICK ISD",77,92,.,76,77,68,78,89,83,65,54,84,97,82,77,70,.,.,66,74,68,71,47,78,68,64,92,100,-1,60,85,-1,.,90,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'019912",60,-1,-1,58,62,60,60,88,88,0,29,-1,-1,-1,-1,60,-1,58,61,59,44,56,93,57,-1,-1,67,75,-1,-1,82,-1,80,84,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,.,.,65,53,65,63,67,54,64,95,86,27,37,72,80,88,70,55,27,76,48,62,32,66,93,83,16,28,58,58,75,56,59,37,68,55,62,38,65,91,81,21,29,68,67,87,65,66,52,71,62,69,57,70,93,85,34,45,66,77,89,73,59,33,57,60,58,75,50,91,82,14,25,82,77,100,63,60,-1,.,60,60,-1,-1,-1,-1,-1,-1,.,.,-1,-1,64,55,61,63,64,51,58,96,86,20,26,79,83,87,67,59,32,58,56,62,35,50,93,84,17,18,66,77,83,72,61,31,40,59,63,50,74,97,79,26,21,64,55,87,87,67,58,63,66,68,62,66,95,88,32,40,74,86,88,70,"PLEASANT GROVE ISD",64,53,65,61,66,44,66,95,86,28,36,71,79,88,70,66,54,66,66,67,74,61,94,85,26,39,75,81,85,68,78,-1,-1,85,71,.,.,-1,-1,-1,-1,-1,-1,-1,-1
"'019913",90,.,.,90,90,.,.,-1,-1,.,.,.,.,-1,-1,-1,.,.,-1,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,.,.,75,60,70,40,68,59,80,50,79,79,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75,.,.,83,67,-1,-1,72,72,-1,-1,92,75,-1,-1,57,.,.,63,50,-1,-1,50,20,-1,-1,70,90,-1,-1,80,.,.,91,68,.,.,80,90,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,78,.,.,87,70,-1,-1,83,92,-1,-1,-1,-1,-1,-1,83,.,.,96,71,-1,-1,90,80,-1,-1,-1,-1,-1,-1,88,.,.,88,88,.,.,-1,-1,-1,-1,-1,-1,-1,-1,63,.,.,66,59,70,40,-1,-1,-1,-1,-1,-1,.,.,"HUBBARD ISD",69,.,.,78,61,-1,-1,60,50,-1,-1,79,79,-1,-1,65,.,.,71,58,-1,-1,75,67,-1,-1,.,.,-1,-1,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.
