DISTRICT,DD007AMA1221R,DD007AMA1321R,DD007AMA1S21R,DD007ARE1221R,DD007ARE1321R,DD007ARE1S21R,DD007AWR1221R,DD007AWR1321R,DD007AWR1S21R,DD207AMA1221R,DD207AMA1321R,DD207AMA1S21R,DD207ARE1221R,DD207ARE1321R,DD207ARE1S21R,DD207AWR1221R,DD207AWR1321R,DD207AWR1S21R,DD307AMA1221R,DD307AMA1321R,DD307AMA1S21R,DD307ARE1221R,DD307ARE1321R,DD307ARE1S21R,DD307AWR1221R,DD307AWR1321R,DD307AWR1S21R,DD407AMA1221R,DD407AMA1321R,DD407AMA1S21R,DD407ARE1221R,DD407ARE1321R,DD407ARE1S21R,DD407AWR1221R,DD407AWR1321R,DD407AWR1S21R,DDA07AMA1221R,DDA07AMA1321R,DDA07AMA1S21R,DDA07ARE1221R,DDA07ARE1321R,DDA07ARE1S21R,DDA07AWR1221R,DDA07AWR1321R,DDA07AWR1S21R,DDB07AMA1221R,DDB07AMA1321R,DDB07AMA1S21R,DDB07ARE1221R,DDB07ARE1321R,DDB07ARE1S21R,DDB07AWR1221R,DDB07AWR1321R,DDB07AWR1S21R,DDE07AMA1221R,DDE07AMA1321R,DDE07AMA1S21R,DDE07ARE1221R,DDE07ARE1321R,DDE07ARE1S21R,DDE07AWR1221R,DDE07AWR1321R,DDE07AWR1S21R,DDF07AMA1221R,DDF07AMA1321R,DDF07AMA1S21R,DDF07ARE1221R,DDF07ARE1321R,DDF07ARE1S21R,DDF07AWR1221R,DDF07AWR1321R,DDF07AWR1S21R,DDH07AMA1221R,DDH07AMA1321R,DDH07AMA1S21R,DDH07ARE1221R,DDH07ARE1321R,DDH07ARE1S21R,DDH07AWR1221R,DDH07AWR1321R,DDH07AWR1S21R,DDI07AMA1221R,DDI07AMA1321R,DDI07AMA1S21R,DDI07ARE1221R,DDI07ARE1321R,DDI07ARE1S21R,DDI07AWR1221R,DDI07AWR1321R,DDI07AWR1S21R,DDL07AMA1221R,DDL07AMA1321R,DDL07AMA1S21R,DDL07ARE1221R,DDL07ARE1321R,DDL07ARE1S21R,DDL07AWR1221R,DDL07AWR1321R,DDL07AWR1S21R,DDM07AMA1221R,DDM07AMA1321R,DDM07AMA1S21R,DDM07ARE1221R,DDM07ARE1321R,DDM07ARE1S21R,DDM07AWR1221R,DDM07AWR1321R,DDM07AWR1S21R,DDR07AMA1221R,DDR07AMA1321R,DDR07AMA1S21R,DDR07ARE1221R,DDR07ARE1321R,DDR07ARE1S21R,DDR07AWR1221R,DDR07AWR1321R,DDR07AWR1S21R,DDS07AMA1221R,DDS07AMA1321R,DDS07AMA1S21R,DDS07ARE1221R,DDS07ARE1321R,DDS07ARE1S21R,DDS07AWR1221R,DDS07AWR1321R,DDS07AWR1S21R,DDW07AMA1221R,DDW07AMA1321R,DDW07AMA1S21R,DDW07ARE1221R,DDW07ARE1321R,DDW07ARE1S21R,DDW07AWR1221R,DDW07AWR1321R,DDW07AWR1S21R,DISTNAME,DNC07AMA1221R,DNC07AMA1321R,DNC07AMA1S21R,DNC07ARE1221R,DNC07ARE1321R,DNC07ARE1S21R,DNC07AWR1221R,DNC07AWR1321R,DNC07AWR1S21R,DNM07AMA1221R,DNM07AMA1321R,DNM07AMA1S21R,DNM07ARE1221R,DNM07ARE1321R,DNM07ARE1S21R,DNM07AWR1221R,DNM07AWR1321R,DNM07AWR1S21R,DNS07AMA1221R,DNS07AMA1321R,DNS07AMA1S21R,DNS07ARE1221R,DNS07ARE1321R,DNS07ARE1S21R,DNS07AWR1221R,DNS07AWR1321R,DNS07AWR1S21R
"'009901",11,3,46,31,14,60,11,3,46,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,24,9,53,43,19,68,23,5,58,.,.,.,.,.,.,.,.,.,22,7,48,39,18,64,18,4,53,18,5,58,49,21,74,26,8,69,20,7,50,40,18,64,19,3,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,23,9,5,41,0,0,27,28,12,50,40,18,63,22,3,50,4,0,24,19,9,48,7,0,35,27,9,36,45,18,55,36,0,45,63,25,88,78,33,100,56,11,89,"MULESHOE ISD",27,10,57,46,19,73,24,5,64,16,5,37,32,21,47,21,5,32,.,.,.,.,.,.,.,.,.
"'010901",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28,17,67,39,22,78,28,6,67,.,.,.,.,.,.,.,.,.,14,0,57,29,14,71,14,0,57,30,20,60,40,20,90,40,0,80,13,13,50,25,13,75,25,0,63,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,13,75,38,25,63,13,13,50,0,0,29,14,0,71,14,0,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,20,80,50,30,80,30,10,70,"MEDINA ISD",45,27,73,55,36,82,36,9,82,0,0,57,14,0,71,14,0,43,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'010902",0,0,60,40,20,80,0,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,22,7,54,42,24,66,34,10,67,.,.,.,.,.,.,.,.,.,12,4,40,27,9,51,25,4,57,28,10,54,47,31,73,50,18,78,15,8,53,43,20,61,22,2,65,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,5,54,37,17,61,20,3,58,6,1,30,20,6,46,12,1,48,11,0,21,11,0,26,5,0,11,25,7,54,42,25,70,39,13,70,"BANDERA ISD",24,9,59,45,24,70,34,10,72,18,4,43,35,22,59,33,9,56,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'011901",3,0,17,18,8,41,10,3,32,0,0,50,53,24,65,32,11,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,21,33,18,54,19,4,47,0,0,5,15,0,37,4,0,27,5,1,20,28,15,49,15,3,42,5,0,20,35,20,60,23,5,54,5,1,22,27,14,49,15,3,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,12,9,3,27,3,1,17,5,1,23,31,17,49,15,3,39,2,0,14,13,5,33,4,1,24,7,1,10,7,1,11,5,1,12,4,0,22,55,36,73,34,7,69,"BASTROP ISD",5,1,21,34,20,57,19,4,48,5,1,22,28,15,46,18,5,43,0,0,15,20,10,60,10,0,38
"'011902",.,.,.,16,6,37,6,0,31,-1,-1,-1,20,20,60,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,10,48,11,2,37,-1,-1,-1,23,13,48,19,5,43,-1,-1,-1,15,7,42,8,1,29,.,.,.,25,14,51,16,5,46,.,.,.,21,10,46,10,2,34,.,.,.,.,.,.,.,.,.,.,.,.,10,5,27,0,0,21,-1,-1,-1,16,7,45,7,0,29,.,.,.,10,4,36,3,0,25,-1,-1,-1,8,6,31,11,0,14,.,.,.,22,9,57,10,5,48,"ELGIN ISD",-1,-1,-1,18,6,45,11,2,36,-1,-1,-1,26,17,52,11,3,38,.,.,.,-1,-1,-1,-1,-1,-1
"'011904",9,0,27,50,14,57,43,14,57,-1,-1,-1,50,33,67,17,0,50,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,11,2,42,46,23,62,32,11,67,40,0,40,0,0,20,0,0,40,10,2,32,41,13,48,28,6,54,13,4,40,53,25,67,45,13,73,8,3,33,49,16,58,35,5,58,.,.,.,.,.,.,.,.,.,13,0,25,40,20,40,30,20,40,9,0,44,39,20,56,18,10,60,2,0,33,20,8,32,10,4,35,22,0,33,22,0,33,22,11,44,11,3,51,47,26,66,33,16,75,"SMITHVILLE ISD",10,2,43,45,23,59,30,11,66,17,6,39,52,21,72,39,11,71,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'011905",0,0,15,8,8,38,8,0,38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,7,24,29,11,64,27,0,60,.,.,.,.,.,.,.,.,.,0,0,18,19,5,52,9,0,45,9,9,18,36,0,82,42,0,83,5,0,20,21,11,53,14,0,48,.,.,.,.,.,.,.,.,.,0,0,10,0,0,20,0,0,20,11,6,28,24,18,53,17,0,44,0,0,17,18,6,53,11,0,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,22,33,44,11,89,56,0,89,"MCDADE ISD",5,5,16,22,6,67,25,0,60,20,10,40,40,20,60,30,0,60,.,.,.,.,.,.,.,.,.
"'012901",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,59,24,88,67,36,84,53,22,80,.,.,.,.,.,.,.,.,.,58,21,83,67,33,83,46,21,75,75,35,95,78,52,100,74,35,96,64,27,82,77,54,92,69,38,77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,14,81,55,18,68,32,9,64,52,17,91,65,26,87,43,13,78,50,17,67,33,17,50,33,17,50,54,23,88,57,25,79,50,14,79,"SEYMOUR ISD",60,30,97,70,33,91,64,27,85,55,9,64,58,42,67,25,8,67,.,.,.,.,.,.,.,.,.
"'013801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ST MARY'S ACADEMY CHARTER SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'013901",8,0,31,23,0,77,0,0,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,9,2,34,39,20,69,22,4,59,-1,-1,-1,40,20,80,20,0,60,6,0,29,33,16,65,17,1,53,6,1,30,43,18,73,23,3,62,8,1,32,35,16,65,20,4,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,20,20,0,80,0,0,60,13,3,39,34,21,63,21,5,56,2,0,18,20,5,52,6,1,41,4,0,8,18,7,25,7,0,25,12,4,52,63,34,89,32,6,71,"BEEVILLE ISD",6,1,25,30,14,62,17,3,53,13,3,51,53,29,80,29,6,68,17,0,33,50,17,83,33,17,67
"'013902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,10,80,50,30,80,50,20,70,.,.,.,.,.,.,.,.,.,20,0,60,40,20,60,40,20,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,14,86,57,43,86,57,29,86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,14,86,43,29,86,43,29,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"PAWNEE ISD",43,14,86,71,43,86,71,29,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'013903",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0,33,41,21,74,13,3,53,.,.,.,.,.,.,.,.,.,0,0,17,35,26,83,13,4,52,0,0,21,26,16,63,5,5,47,0,0,28,36,20,72,17,4,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,0,45,55,25,85,21,0,58,0,0,27,27,18,55,9,0,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,0,46,54,23,77,8,0,54,"PETTUS ISD",0,0,31,46,23,77,12,4,56,8,0,38,31,15,69,15,0,46,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'013905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,27,10,66,52,39,79,48,9,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,11,60,44,29,76,42,7,67,27,9,82,64,45,85,56,13,84,24,8,67,47,31,76,47,10,69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,12,50,41,32,74,39,6,67,19,5,49,32,19,65,26,3,54,33,11,44,44,33,56,44,11,56,33,17,58,58,50,83,50,0,92,"SKIDMORE-TYNAN ISD",21,6,63,46,31,75,46,6,70,47,27,73,73,67,93,53,20,93,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'014801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"RICHARD MILBURN ALTER HIGH SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'014803",0,0,0,0,0,40,0,0,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,20,20,20,60,-1,-1,-1,25,5,36,43,24,67,30,8,64,17,17,17,38,38,50,50,13,63,25,5,30,35,22,57,30,9,74,17,6,39,50,36,73,48,9,78,25,8,33,54,23,85,27,13,60,.,.,.,.,.,.,.,.,.,0,0,0,0,0,40,0,0,33,31,4,35,37,15,63,15,7,52,22,6,22,30,5,50,14,0,55,0,0,0,14,0,43,29,0,57,44,0,63,56,28,67,28,6,78,"PRIORITY CHARTER SCHOOLS",31,8,38,47,29,76,53,6,71,23,3,35,41,22,63,18,9,61,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'014804",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,0,83,40,20,100,60,60,100,60,20,100,.,.,.,.,.,.,.,.,.,42,18,80,64,35,89,44,10,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,7,71,50,21,86,27,7,60,44,18,84,68,35,89,51,12,83,37,11,79,68,42,79,48,8,76,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,18,75,59,34,89,36,7,78,31,10,67,56,35,81,31,6,60,15,0,46,31,15,62,0,0,29,44,19,81,67,33,91,44,11,80,"ORENDA CHARTER SCHOOL",53,22,84,73,39,92,46,12,81,31,13,77,56,31,87,43,8,80,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'014901",38,0,88,50,30,80,30,10,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,0,62,41,24,67,39,8,65,-1,-1,-1,33,33,50,40,0,60,22,0,56,31,14,69,31,5,60,26,0,71,53,30,77,49,10,75,22,0,74,39,19,68,45,6,65,.,.,.,.,.,.,.,.,.,38,0,88,44,22,78,22,11,67,11,0,53,31,18,59,30,7,56,18,0,53,21,11,47,11,5,37,0,0,25,8,0,23,0,0,15,17,0,60,43,24,70,37,10,67,"ACADEMY ISD",16,0,61,42,22,68,38,7,66,22,0,63,41,28,67,42,11,63,.,.,.,.,.,.,.,.,.
"'014902",0,0,20,10,0,10,0,0,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,3,39,35,19,54,30,14,57,.,.,.,.,.,.,.,.,.,16,3,35,27,13,47,27,10,53,25,0,35,45,35,60,40,25,65,18,4,32,30,15,52,26,15,48,.,.,.,.,.,.,.,.,.,0,0,22,11,0,11,0,0,13,17,6,44,24,0,47,18,0,47,8,0,31,8,0,17,8,0,33,0,0,0,20,0,40,0,0,0,30,0,60,50,30,60,40,10,80,"BARTLETT ISD",29,5,38,30,15,55,30,15,60,12,0,41,41,24,53,29,12,53,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'014903",10,3,29,26,12,54,18,5,41,9,3,50,32,18,68,32,11,68,20,0,60,73,53,93,75,44,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,3,38,47,26,69,36,14,66,10,8,28,44,21,56,23,10,54,10,4,30,32,12,52,19,6,48,7,2,38,50,28,71,41,16,71,9,2,34,38,18,62,28,6,58,-1,-1,-1,50,17,67,57,14,71,8,3,22,14,8,30,8,5,20,13,4,39,45,24,67,31,12,62,9,4,29,21,12,46,13,8,38,24,12,29,24,14,36,21,14,33,12,4,43,55,32,75,42,19,73,"BELTON ISD",10,4,37,47,27,69,36,14,68,11,3,41,47,23,70,36,13,63,10,10,60,58,11,74,27,5,77
"'014905",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,18,70,60,31,88,46,7,88,.,.,.,.,.,.,.,.,.,39,28,67,55,20,90,32,5,84,29,18,71,67,29,86,52,10,90,20,20,80,40,20,80,40,0,60,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,19,69,52,33,90,40,5,85,40,20,70,50,20,80,40,10,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,19,73,66,34,91,50,9,91,"HOLLAND ISD",31,12,62,59,26,85,48,3,91,71,43,100,63,50,100,38,25,75,.,.,.,.,.,.,.,.,.
"'014906",23,8,50,32,18,60,20,6,54,29,13,69,53,32,76,32,6,70,65,29,84,69,41,83,57,14,84,22,6,53,42,24,65,32,4,71,24,8,54,41,23,68,27,5,62,13,3,41,32,16,60,20,3,54,16,6,46,32,16,59,19,4,53,22,8,52,44,25,72,32,6,69,25,8,56,39,21,67,25,6,60,8,0,42,29,21,71,33,8,42,16,5,41,20,10,51,11,3,43,25,9,57,37,20,63,22,5,55,10,3,37,21,9,51,11,2,43,19,8,32,22,12,37,18,8,30,35,14,68,49,30,77,34,8,70,"KILLEEN ISD",24,9,56,40,22,68,28,6,63,23,7,53,41,23,67,25,5,58,21,3,77,40,26,88,24,2,58
"'014907",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,11,61,40,17,73,37,6,75,.,.,.,.,.,.,.,.,.,12,6,52,33,15,61,32,3,68,19,8,69,44,17,86,49,8,81,17,4,48,22,4,61,22,0,65,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,15,53,35,18,59,24,3,68,6,3,35,16,6,55,19,0,56,0,0,20,0,0,30,0,0,20,29,13,69,51,24,80,46,9,80,"ROGERS ISD",31,13,63,44,21,79,38,6,75,11,6,56,28,6,56,32,5,74,.,.,.,.,.,.,.,.,.
"'014908",17,0,33,50,33,50,33,0,33,0,0,50,43,29,86,0,0,86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,0,47,56,38,77,35,7,72,.,.,.,-1,-1,-1,-1,-1,-1,3,0,27,46,23,54,19,3,38,6,0,58,66,45,87,49,12,75,5,0,41,38,23,58,19,0,56,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,0,39,48,32,69,23,3,69,0,0,25,21,6,39,6,0,31,7,0,14,8,8,23,7,7,21,14,0,50,61,41,81,41,9,75,"SALADO ISD",8,0,41,56,38,82,40,9,80,12,0,55,56,38,68,27,4,58,.,.,.,-1,-1,-1,-1,-1,-1
"'014909",17,8,46,25,10,40,10,1,35,21,11,53,52,19,76,30,0,65,50,10,80,55,18,82,18,9,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,11,54,34,18,58,23,5,53,19,4,43,29,13,57,20,3,47,23,9,50,30,16,53,20,4,49,27,11,54,39,22,63,24,7,56,22,9,51,28,15,51,17,3,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,38,13,3,28,3,0,28,28,11,53,29,15,53,21,4,49,11,3,37,16,7,40,9,3,34,24,14,35,27,14,35,25,10,30,53,24,70,51,33,73,39,15,67,"TEMPLE ISD",28,11,55,34,18,58,24,5,53,26,8,49,37,18,59,17,6,52,38,25,75,50,50,50,38,13,50
"'014910",20,0,60,20,0,60,20,0,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,9,71,56,24,79,52,18,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,3,53,40,16,70,42,16,65,39,14,73,69,33,87,65,23,88,24,3,76,58,30,82,59,15,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,5,70,44,17,72,41,14,70,20,7,51,34,10,71,26,5,61,7,7,27,7,7,40,7,7,20,38,11,72,54,20,79,50,18,77,"TROY ISD",31,8,70,58,28,81,50,16,80,35,12,74,49,14,73,57,24,73,63,38,88,57,29,100,29,0,100
"'015801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"POR VIDA ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'015802",33,0,78,44,22,78,33,11,78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,2,49,32,12,71,17,6,50,10,0,40,30,5,70,13,0,50,12,2,49,32,12,71,17,6,50,8,0,46,29,8,75,22,4,52,16,5,53,32,16,68,21,11,47,.,.,.,.,.,.,.,.,.,33,0,78,44,22,78,33,11,78,18,6,53,35,18,65,8,8,46,12,2,49,32,12,71,17,6,50,0,0,18,0,0,45,0,0,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,"GEORGE GERVIN ACADEMY",12,0,58,35,8,85,17,4,57,13,7,33,27,20,47,15,8,38,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'015805",29,14,43,29,14,71,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,12,46,28,8,52,9,5,45,.,.,.,.,.,.,.,.,.,30,13,48,32,9,55,11,5,42,31,23,54,33,17,50,17,8,50,28,12,48,29,8,50,9,5,45,.,.,.,.,.,.,.,.,.,20,0,20,20,0,60,-1,-1,-1,23,0,38,23,0,54,0,0,40,32,11,42,26,11,53,13,7,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,"NEW FRONTIERS PUBLIC SCHOOLS INC",30,0,50,30,10,70,0,0,38,25,19,44,27,7,40,14,7,50,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'015806",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,18,27,9,55,17,0,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,10,30,10,50,9,0,36,0,0,0,50,17,83,17,0,50,0,0,25,13,0,50,29,0,29,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,40,0,0,20,17,0,33,0,0,0,43,14,43,11,0,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,"SCHOOL OF EXCELLENCE IN EDUCATION",0,0,25,38,13,50,25,0,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'015807",0,0,75,22,22,67,0,0,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,2,0,32,27,11,62,11,4,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,31,25,10,58,5,2,41,4,0,38,36,20,72,16,8,56,0,0,37,25,11,61,5,3,42,.,.,.,.,.,.,.,.,.,0,0,75,22,22,67,0,0,17,0,0,25,15,0,50,5,0,32,0,0,33,22,8,56,3,0,41,.,.,.,-1,-1,-1,-1,-1,-1,0,0,0,33,0,67,33,0,67,"SOUTHWEST PREPARATORY SCHOOL",0,0,62,15,15,69,0,0,43,3,0,19,31,9,59,15,6,45,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'015808",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,13,67,64,43,79,33,8,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,17,67,57,57,86,0,0,17,14,14,43,57,43,57,33,0,50,25,13,63,67,50,83,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,13,88,71,43,100,33,17,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,20,80,67,33,83,33,17,50,"INSPIRE ACADEMIES",50,17,83,80,20,100,-1,-1,-1,22,11,56,56,56,67,25,0,38,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'015809",-1,-1,-1,-1,-1,-1,17,0,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,0,44,13,6,50,8,0,23,.,.,.,.,.,.,.,.,.,6,0,44,13,6,50,8,0,23,10,0,50,20,10,60,13,0,38,7,0,47,13,7,53,4,0,21,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,17,0,33,0,0,33,0,0,33,0,0,0,7,0,43,14,7,50,9,0,22,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,"BEXAR COUNTY ACADEMY",0,0,43,14,0,43,0,0,9,11,0,44,11,11,56,13,0,33,.,.,.,.,.,.,.,.,.
"'015814",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"POSITIVE SOLUTIONS CHARTER SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
