DISTRICT,D2HEE20R,D2HEE21R,D3HEE20R,D3HEE21R,D4HEE20R,D4HEE21R,DAHEE20R,DAHEE21R,DBHEE20R,DBHEE21R,DEHEE20R,DEHEE21R,DHHEE20R,DHHEE21R,DIHEE20R,DIHEE21R,DISTNAME,DLHEE20R,DLHEE21R,DSHEE20R,DSHEE21R,DWHEE20R,DWHEE21R
"'125905",.,.,.,-1,.,.,33.3,29.5,-1,.,23.8,29.3,34.6,25,.,.,"PREMONT ISD",-1,.,-1,0,.,-1
"'125906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"LA GLORIA ISD",.,.,.,.,.,.
"'126901",50,-1,.,-1,.,.,40.6,38,60,37.5,37.9,35,35.2,35.8,.,-1,"ALVARADO ISD",20,23.1,22.2,7.7,42.1,39.3
"'126902",50,42.4,100,50,-1,-1,53.9,47.8,55.6,44.3,43.1,38.3,46.5,43.8,-1,71.4,"BURLESON ISD",23.8,16,26.9,28.8,55.7,49.8
"'126903",70,30.8,-1,-1,0,25,45,40.4,66.7,50,36.2,32.2,36.9,32.5,-1,-1,"CLEBURNE ISD",7.7,11.4,10.3,14.6,51.1,48.5
"'126904",.,-1,.,.,.,.,-1,63,.,-1,-1,36.8,.,50,.,.,"GRANDVIEW ISD",.,-1,.,0,-1,68.2
"'126905",14.3,62.5,-1,.,.,-1,49.2,37.2,50,16.7,34.2,22.9,49.4,32.2,-1,-1,"JOSHUA ISD",28.6,0,14.3,22.7,50,38.5
"'126906",60,-1,-1,.,25,30,56.8,47.3,-1,50,52.8,40.9,66.7,45.5,.,.,"KEENE ISD",27.3,33.3,-1,33.3,63.2,56.5
"'126907",-1,.,.,.,.,.,55.1,40.9,.,.,48.1,40.9,71.4,14.3,.,.,"RIO VISTA ISD",.,-1,-1,25,54.2,45.9
"'126908",-1,-1,-1,-1,.,.,46.6,37.3,50,-1,47.9,38.4,50,43.9,80,-1,"VENUS ISD",31.6,22.2,16.7,0,40.7,26.3
"'126911",-1,.,-1,-1,.,.,44.1,37.1,-1,-1,30.2,27.5,43.5,21.1,-1,-1,"GODLEY ISD",-1,0,21.4,0,44.8,41.3
"'127901",.,-1,.,.,.,.,56.6,40,-1,-1,43.3,26.1,41.4,30,.,.,"ANSON ISD",.,-1,16.7,12.5,73.9,52.9
"'127903",.,-1,.,.,.,.,60.7,40.7,-1,-1,43.8,50,66.7,40,.,.,"HAMLIN COLLEGIATE ISD",-1,.,-1,-1,53.3,42.9
"'127904",-1,.,.,.,.,-1,58.8,48.9,.,-1,50,47.1,66.7,55.6,.,.,"HAWLEY ISD",.,.,-1,0,56.8,50
"'127905",-1,-1,.,.,.,.,40,46.2,.,.,42.9,37.5,-1,-1,.,.,"LUEDERS-AVOCA ISD",.,.,-1,-1,14.3,40
"'127906",-1,-1,-1,-1,.,.,58.5,47.8,66.7,40,52,29.2,40,47.1,.,.,"STAMFORD ISD",.,-1,-1,16.7,70.6,50
"'128901",.,.,.,.,.,.,49.3,44.6,-1,-1,34.1,37.3,44.4,36.5,.,.,"KARNES CITY ISD",.,-1,14.3,14.3,66.7,60
"'128902",-1,.,.,.,.,.,38.3,22.2,.,-1,37.5,12.5,34.1,25,.,.,"KENEDY ISD",-1,0,-1,12.5,80,-1
"'128903",.,.,.,.,.,.,31.3,23.8,.,.,27.3,13.3,26.7,22.2,.,.,"RUNGE ISD",.,.,-1,-1,-1,-1
"'128904",-1,.,.,.,.,.,73.1,58.1,.,-1,-1,-1,60,-1,.,.,"FALLS CITY ISD",.,.,-1,20,75,61.5
"'129901",50,50,-1,-1,.,-1,51.4,52.3,46.9,47.7,38.9,39,43.6,41.3,.,.,"CRANDALL ISD",25,19,24,25.8,57.8,59.9
"'129902",65,43.8,56.3,50,-1,.,53,49.9,54.4,55.1,41.9,44.8,51.4,44.4,60,44.4,"FORNEY ISD",22.2,19,25,17.6,52.8,50.6
"'129903",80,42.9,-1,-1,.,.,47.4,43.9,47.6,42.1,38.7,37.9,43.8,34.1,-1,.,"KAUFMAN ISD",24,10,21.4,18.8,48.7,52.8
"'129904",60,-1,.,-1,.,.,33.8,35,0,-1,27.2,33.3,46.4,41.2,-1,.,"KEMP ISD",-1,0,15.8,17.6,31,31.7
"'129905",55.6,50,-1,50,.,.,41.8,39.6,16.7,33.3,32.7,35.3,47.7,38.1,.,-1,"MABANK ISD",-1,-1,17.2,13.8,40.1,39.8
"'129906",-1,0,-1,-1,.,.,36.2,35.7,39,37.1,30.9,37.9,36.8,36.2,-1,-1,"TERRELL ISD",31.3,25,9.1,9.1,32.8,36.8
"'129910",.,-1,-1,.,.,.,59.8,57.6,-1,.,48.6,50,50,53.3,-1,-1,"SCURRY-ROSSER ISD",-1,-1,-1,40,64.1,58.8
"'130801",.,.,.,.,.,.,35.7,33.3,.,-1,30,27.3,37.5,20,.,.,"MEADOWLAND CHARTER DISTRICT",.,.,.,-1,33.3,33.3
"'130901",75,46.7,-1,-1,.,.,63.4,55,80,50,35.6,32.5,53.4,50.6,-1,-1,"BOERNE ISD",12.5,0,7,26.5,67.1,56.9
"'130902",-1,-1,.,.,.,.,34.7,44.4,.,.,20,30.8,18.9,21.3,-1,.,"COMFORT ISD",0,0,8.3,7.7,51.5,68.3
"'131001",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"KENEDY COUNTY WIDE CSD",.,.,.,.,.,.
"'132902",.,.,.,.,.,.,80,86.7,.,.,-1,60,-1,80,.,.,"JAYTON-GIRARD ISD",.,.,-1,-1,75,90
"'133901",.,.,.,-1,.,.,26.8,22.4,-1,-1,13.6,25.9,25,15,.,.,"CENTER POINT ISD",-1,-1,-1,0,30,30.8
"'133902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HUNT ISD",.,.,.,.,.,.
"'133903",57.1,50,70,50,-1,.,46.8,35.1,12.5,20,34.3,23.2,38.4,28.8,-1,-1,"KERRVILLE ISD",8.3,36.4,17.6,9.8,53.4,40.4
"'133904",-1,-1,-1,.,.,.,40.7,28.6,.,.,25,17.3,31,26.5,.,.,"INGRAM ISD",0,14.3,-1,0,46,31.7
"'133905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"DIVIDE ISD",.,.,.,.,.,.
"'134901",.,.,-1,.,.,.,54.9,60,.,.,46.2,42.1,30,57.1,.,.,"JUNCTION ISD",-1,.,27.3,37.5,70,61.5
"'135001",.,.,.,.,.,.,66.7,100,.,.,-1,-1,-1,-1,.,.,"GUTHRIE CSD",.,.,.,.,80,100
"'136901",.,-1,.,-1,.,.,50,46.9,.,.,47.4,27.8,45.5,34.4,.,.,"BRACKETT ISD",-1,.,-1,-1,57.1,73.3
"'137901",-1,.,-1,.,.,.,43.6,41.7,71.4,50,33,40.3,42.5,40.9,.,.,"KINGSVILLE ISD",-1,-1,13.6,38.5,38.9,50
"'137902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"RICARDO ISD",.,.,.,.,.,.
"'137903",-1,.,-1,.,.,.,68.3,57.5,.,.,56.5,46.2,65.7,46.9,-1,.,"RIVIERA ISD",-1,-1,-1,-1,-1,100
"'137904",.,-1,-1,-1,.,.,78.4,68.5,-1,-1,77.3,65.5,79.5,67.7,.,.,"SANTA GERTRUDIS ISD",.,.,-1,-1,70,73.9
"'138902",-1,.,.,.,.,.,63.2,42.1,-1,-1,66.7,41.7,50,55.6,.,.,"KNOX CITY-O'BRIEN CISD",-1,-1,-1,-1,62.5,25
"'138903",-1,-1,.,.,.,.,50,65.2,-1,.,40,53.8,36.4,54.5,.,.,"MUNDAY CISD",.,.,-1,-1,69.2,81.8
"'138904",.,.,.,.,.,.,75,50,.,.,66.7,40,-1,-1,.,.,"BENJAMIN ISD",.,.,.,-1,-1,40
"'139905",.,-1,.,.,.,.,59.4,60.5,-1,-1,40,50,0,60,.,-1,"CHISUM ISD",-1,.,14.3,-1,66.1,63.1
"'139909",42.9,83.3,-1,-1,.,.,53.6,43.5,46.8,31.8,50.8,34.5,58.7,51.2,-1,-1,"PARIS ISD",-1,16.7,23.5,18.9,56.2,45.8
"'139911",-1,-1,-1,-1,.,.,48,39.3,45.5,62.5,36.2,27.3,38.9,21.4,-1,33.3,"NORTH LAMAR ISD",-1,-1,15.4,18.2,47.4,39.9
"'139912",-1,-1,.,.,.,.,46.2,52.6,.,.,43.6,20.8,40,60,.,.,"PRAIRILAND ISD",.,.,37.5,-1,47.1,50.7
"'140901",.,.,.,.,.,.,57.1,25,-1,-1,50,25,54.5,14.3,.,.,"AMHERST ISD",-1,-1,-1,-1,-1,.
"'140904",-1,-1,.,.,.,.,51.3,37.3,28.6,-1,40,30.9,46.3,31.1,.,.,"LITTLEFIELD ISD",-1,-1,33.3,18.2,78.6,61.1
"'140905",.,.,.,.,.,.,56.5,63.8,.,.,57.1,50,57.9,57.1,.,.,"OLTON ISD",-1,42.9,33.3,-1,50,83.3
"'140907",.,.,.,.,.,.,45.5,39.1,-1,-1,33.3,27.8,46.7,23.1,.,.,"SPRINGLAKE-EARTH ISD",.,-1,0,-1,50,66.7
"'140908",-1,.,.,.,.,.,56.5,57.9,.,.,62.5,42.9,27.3,37.5,.,.,"SUDAN ISD",-1,-1,-1,-1,81.8,92.9
"'141901",16.7,57.1,60,.,-1,-1,44.3,44.2,40,-1,38.1,24.2,40.3,39.3,-1,-1,"LAMPASAS ISD",-1,-1,21.7,10.5,47.5,45.6
"'141902",.,-1,.,-1,.,.,52.9,19.4,-1,0,50,55.6,50,8.3,-1,.,"LOMETA ISD",-1,.,-1,-1,44.4,60
"'142901",.,.,.,.,.,.,39.6,40,.,.,34.7,36.8,38.6,40,.,.,"COTULLA ISD",-1,-1,7.7,10,-1,40
"'143901",-1,.,.,.,.,.,58.4,67.9,71.4,63.6,50,55,56.3,50,.,-1,"HALLETTSVILLE ISD",.,.,0,28.6,58.7,69.7
"'143902",-1,-1,.,.,.,.,65.2,81,.,.,28.6,66.7,60,62.5,.,.,"MOULTON ISD",.,-1,-1,-1,75,91.7
"'143903",-1,-1,.,.,.,.,78.7,70,-1,40,66.7,40,42.9,33.3,.,.,"SHINER ISD",.,-1,-1,10,83.3,83.3
"'143904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"VYSEHRAD ISD",.,.,.,.,.,.
"'143905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"SWEET HOME ISD",.,.,.,.,.,.
"'143906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"EZZELL ISD",.,.,.,.,.,.
"'144901",-1,-1,.,.,.,.,45.2,35.3,40,50,28.8,19.2,33.8,12.9,.,.,"GIDDINGS ISD",14.3,0,23.5,13.3,64.4,62.3
"'144902",50,-1,.,.,.,-1,55.2,40,71.4,-1,40.7,25.8,35.7,50,.,.,"LEXINGTON ISD",-1,.,-1,-1,60,42.1
"'144903",-1,.,.,.,.,.,33.3,50,-1,-1,40,37.5,40,-1,.,.,"DIME BOX ISD",-1,.,-1,.,-1,-1
"'145901",-1,-1,.,-1,.,.,48.8,37.1,-1,-1,44.4,19.5,27.9,22.2,.,.,"BUFFALO ISD",-1,-1,27.3,-1,68.6,42.1
"'145902",-1,.,.,.,.,.,52.5,53.8,63.6,-1,48,30,71.4,20,-1,.,"CENTERVILLE ISD",.,-1,66.7,0,46.3,61.5
"'145906",-1,-1,-1,.,.,.,48.1,52.8,16.7,-1,36,38.9,40,40,-1,-1,"NORMANGEE ISD",.,.,-1,-1,55,53.6
"'145907",.,-1,.,.,.,.,64.7,50,100,-1,69.2,37.5,-1,-1,.,.,"OAKWOOD ISD",.,.,-1,-1,66.7,50
"'145911",-1,.,-1,.,.,.,44.1,59.5,-1,.,29.4,50,35.3,55.6,.,.,"LEON ISD",0,.,16.7,-1,51.4,60.7
"'146901",50,-1,-1,-1,-1,.,30.7,19.1,69.6,28.6,29.6,18.8,27.4,17.3,-1,-1,"CLEVELAND ISD",16.7,5.1,12.5,8.6,28,22.1
"'146902",-1,20,-1,.,.,-1,39.7,40.4,36.4,40,31.9,35.1,41.5,40.9,-1,-1,"DAYTON ISD",17.4,28,11.1,10.7,39.1,41.1
"'146903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"DEVERS ISD",.,.,.,.,.,.
"'146904",-1,-1,.,.,.,.,51.4,43,-1,-1,32.5,31.8,23.5,33.3,-1,.,"HARDIN ISD",-1,-1,-1,-1,57.1,41.9
"'146905",.,-1,.,.,.,.,37.5,17.1,60,.,34.6,10.5,60,0,.,.,"HULL-DAISETTA ISD",-1,-1,-1,0,30,20.7
"'146906",.,80,.,.,.,.,48.1,29.6,55.6,34.6,34.8,21.5,23.5,16.7,-1,-1,"LIBERTY ISD",0,8.3,33.3,5,66.7,34.5
"'146907",.,-1,.,.,.,.,40.4,43.1,.,-1,20.5,39.7,16.7,53.8,.,.,"TARKINGTON ISD",-1,-1,28.6,14.3,43.9,42.9
"'147901",-1,.,.,.,.,.,71.4,46.7,83.3,80,77.8,45.5,72.7,20,.,-1,"COOLIDGE ISD",-1,-1,-1,-1,70,-1
"'147902",40,-1,-1,-1,.,.,44.4,40.6,45.5,33.3,38.2,30.4,48,38.1,.,.,"GROESBECK ISD",-1,-1,33.3,23.1,42.2,42.6
"'147903",-1,-1,-1,.,.,.,49.6,33.9,50,45.9,52,29.3,54.2,35.8,.,.,"MEXIA ISD",20,0,5.9,13,44,16.7
"'148901",.,.,.,.,.,.,30,28,.,.,30.8,16.7,26.7,27.8,.,.,"BOOKER ISD",-1,-1,-1,-1,40,28.6
"'148902",-1,-1,.,.,.,.,27.3,25,.,.,-1,-1,-1,-1,.,.,"FOLLETT ISD",-1,.,.,-1,33.3,33.3
"'148905",-1,-1,.,.,.,.,50,50,.,.,-1,-1,-1,-1,.,.,"DARROUZETT ISD",.,.,-1,.,-1,-1
"'149901",.,.,.,.,.,.,59,56.4,.,-1,41.9,32.4,57.9,48.8,.,.,"GEORGE WEST ISD",-1,-1,-1,0,60,63.9
"'149902",-1,.,.,.,.,.,62,49.2,-1,.,51.9,33.3,56.7,37.8,.,.,"THREE RIVERS ISD",.,.,20,-1,72.2,64.3
"'150901",-1,20,-1,-1,.,.,41,39.2,.,-1,20.6,30.6,29.7,48.5,.,.,"LLANO ISD",0,-1,10,10,45.3,36.5
"'152504",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TEXAS TECH UNIVERSITY K-12",.,.,.,.,.,.
"'152802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"RISE ACADEMY",.,.,.,.,.,.
"'152803",-1,-1,.,.,.,.,15.8,5.6,-1,0,12.8,5,9.1,7.8,.,.,"TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOCK",-1,-1,16.7,0,62.5,0
"'152806",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"BETTY M CONDRA SCHOOL FOR EDUCATION INNOVATION",.,.,.,.,.,.
"'152901",44.7,42.4,60.5,63.8,-1,-1,45.4,41.1,36.9,33.2,37.6,31.6,40.4,35,-1,14.3,"LUBBOCK ISD",18.2,15.8,14.6,14.1,58.7,57.9
"'152902",-1,-1,.,.,.,.,68.8,47.9,-1,.,58.3,43.5,56,42.1,.,.,"NEW DEAL ISD",-1,-1,-1,-1,80,50
"'152903",.,-1,.,.,.,.,30.8,27.9,14.3,25,24.6,26.2,35,26.9,.,.,"SLATON ISD",.,.,10,0,25,28
"'152906",81.8,83.3,80,40,.,-1,61.9,58.5,60,54.5,32,40.4,53.3,54,-1,-1,"LUBBOCK-COOPER ISD",0,-1,40,38.9,66.8,61.5
"'152907",47.4,60.9,88.5,72.7,-1,.,56.6,55.9,56,65.4,38.2,40.8,48.5,45.2,-1,-1,"FRENSHIP ISD",44.4,16.7,28.6,10.5,61.2,61.5
"'152908",-1,.,.,.,.,.,34.9,25.8,-1,-1,18.4,19,23.3,25.6,-1,.,"ROOSEVELT ISD",-1,-1,14.3,16.7,50,24
"'152909",-1,-1,.,.,.,.,67,63.5,-1,-1,36.7,42.9,57.6,44.1,.,.,"SHALLOWATER ISD",.,.,18.2,22.2,70.6,75.8
"'152910",-1,.,.,.,.,.,76.4,69,.,-1,57.1,46.7,72.7,58.6,.,.,"IDALOU ISD",-1,.,57.1,-1,79.6,82.1
"'153903",.,.,.,.,.,.,31.3,50,.,.,21.4,41.7,33.3,47.1,.,.,"O'DONNELL ISD",.,.,-1,-1,-1,-1
"'153904",.,-1,.,.,.,.,48.6,34.2,.,.,36,23.1,30.4,16.7,-1,.,"TAHOKA ISD",-1,.,-1,0,81.8,66.7
"'153905",.,.,.,.,.,.,73.3,72.7,.,.,-1,-1,-1,42.9,.,.,"NEW HOME ISD",.,.,-1,-1,75,86.7
"'153907",.,.,.,.,.,.,33.3,27.3,.,.,-1,12.5,33.3,25,.,.,"WILSON ISD",.,-1,.,-1,.,-1
"'154901",40,-1,.,.,.,.,45.9,42,50,38.2,35.9,32,35.5,40.9,.,.,"MADISONVILLE CISD",0,-1,10,7.7,53.2,43.9
"'154903",.,.,-1,.,.,.,44.4,22.7,.,.,9.1,22.2,16.7,33.3,.,.,"NORTH ZULCH ISD",.,-1,-1,-1,55,18.8
"'155901",.,.,.,.,.,.,46.5,48.9,45.5,54.5,40,51.6,.,44.4,-1,-1,"JEFFERSON ISD",.,.,25,41.7,50,47.8
"'156902",.,-1,.,.,.,.,54.4,44.6,-1,-1,36.4,19,40.9,28.1,.,.,"STANTON ISD",-1,-1,50,-1,82.6,68.2
"'156905",.,.,.,.,.,.,82.4,72.7,.,.,100,-1,88.9,80,.,.,"GRADY ISD",.,.,-1,-1,75,66.7
"'157901",.,.,.,-1,.,.,74.1,60,.,.,50,54.5,47.4,50,.,.,"MASON ISD",-1,-1,-1,-1,87.2,61.1
"'158901",-1,-1,-1,-1,.,.,49.1,37.7,67.7,33.3,44.8,32.5,44.2,36.8,.,.,"BAY CITY ISD",42.9,30,25,0,50,44.4
"'158902",-1,-1,.,.,.,.,61.5,58.9,-1,-1,58.1,52.9,60,47.1,.,.,"TIDEHAVEN ISD",-1,-1,-1,-1,67.9,73.5
"'158904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MATAGORDA ISD",.,.,.,.,.,.
"'158905",-1,-1,72.7,71.4,.,.,49.1,41.9,-1,-1,36.2,32.8,34.9,32.3,.,.,"PALACIOS ISD",0,-1,30,14.3,72.4,52.2
"'158906",-1,-1,-1,.,.,.,57.3,59.4,50,60,37.1,54.1,40,76.5,.,.,"VAN VLECK ISD",-1,.,20,20,65.3,53.8
"'159901",.,-1,-1,-1,.,.,57.7,55.3,-1,-1,53.8,50.4,57.9,56.1,16.7,14.3,"EAGLE PASS ISD",40.4,28.7,17.6,26.9,50,44.4
"'160901",.,-1,.,-1,.,.,39.7,43.1,-1,-1,26.5,34.1,36.1,34.5,-1,.,"BRADY ISD",.,-1,10,7.1,43.3,50
"'160904",.,.,.,.,.,.,60,50,.,.,-1,60,-1,-1,.,.,"ROCHELLE ISD",.,.,-1,-1,57.1,55.6
"'160905",.,.,.,.,.,.,-1,-1,.,.,-1,-1,-1,-1,.,.,"LOHN ISD",.,.,-1,-1,.,-1
"'161801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"WACO CHARTER SCHOOL",.,.,.,.,.,.
"'161802",-1,.,.,.,.,.,62.5,55.9,62.5,55.6,47.1,62.5,41.7,53.3,.,.,"RAPOPORT ACADEMY PUBLIC SCHOOL",.,-1,-1,-1,81.8,60
"'161807",88.9,66.7,76.8,83.9,.,.,66.4,59.8,64.8,71.1,66.8,57.9,63.1,44.2,-1,-1,"HARMONY PUBLIC SCHOOLS - NORTH TEXAS",36.5,41.5,45,37.8,66.7,67.5
"'161901",.,.,.,.,.,.,90,81.4,.,.,88.9,40,-1,-1,-1,.,"CRAWFORD ISD",.,-1,-1,-1,91.9,82.9
"'161903",72.2,60,76.5,62.5,-1,-1,65.9,65.4,60.6,60.3,53.9,49.2,68,57.4,.,-1,"MIDWAY ISD",-1,-1,33.3,21.2,65,70.4
"'161906",-1,-1,.,.,.,.,51.8,41,57.1,54.2,54.3,42.4,48.1,37.8,.,-1,"LA VEGA ISD",25.9,35.3,33.3,18.8,50,25
"'161907",-1,-1,.,.,.,.,73.8,73.4,-1,-1,68,66.7,94.1,64.7,.,.,"LORENA ISD",-1,.,55.6,50,71.2,75.7
"'161908",-1,-1,-1,.,.,.,52.4,59.4,72.7,66.7,48.1,52.6,33.3,66.7,.,.,"MART ISD",.,-1,22.2,-1,50,61.5
"'161909",-1,-1,.,.,-1,-1,58.5,48.7,-1,-1,45.3,31,52.3,40,-1,-1,"MCGREGOR ISD",-1,20,27.3,-1,70.7,50
"'161910",33.3,-1,.,.,.,.,37.7,37.7,-1,60,35.1,36,26.7,50,-1,.,"MOODY ISD",-1,-1,-1,28.6,44.8,25.8
"'161912",.,-1,.,.,.,.,69,59.6,-1,-1,52.2,50,50,60,.,.,"RIESEL ISD",.,.,57.1,20,73.9,57.1
"'161914",38.5,28.6,-1,-1,-1,.,50.3,35.6,44.9,33.6,49,34.6,52.2,35.3,-1,-1,"WACO ISD",39,20,20.8,8.5,53.6,42.7
"'161916",-1,-1,.,.,.,.,68,66.3,-1,-1,58.6,54.3,43.8,53.3,.,.,"WEST ISD",.,-1,42.9,0,74.1,70
"'161918",-1,-1,-1,.,.,.,61.1,60,-1,-1,55.3,35.3,62.5,75,.,-1,"AXTELL ISD",.,-1,11.1,20,61.9,55.9
"'161919",.,-1,.,.,.,-1,41.9,40.4,.,-1,28.6,30.8,37.5,42.9,.,.,"BRUCEVILLE-EDDY ISD",-1,.,16.7,16.7,42.9,37.8
"'161920",66.7,83.3,-1,-1,.,.,69.2,64.2,76.9,66.7,54.1,40.9,69.7,54.5,.,.,"CHINA SPRING ISD",.,.,38.1,31.8,68.2,64
"'161921",50,-1,-1,-1,.,.,59.9,50.3,59.5,56,58.4,49,63.8,51,-1,-1,"CONNALLY ISD",33.3,16.7,9.1,30,56.8,44.7
"'161922",100,80,.,.,.,.,79.6,59.4,85.7,75,79.1,38.5,70.2,40.8,-1,-1,"ROBINSON ISD",-1,-1,71.4,43.8,82.4,66.7
"'161923",.,-1,.,.,-1,.,74.4,53.8,-1,-1,75,33.3,72.7,33.3,.,.,"BOSQUEVILLE ISD",.,-1,-1,20,75,60.9
"'161924",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HALLSBURG ISD",.,.,.,.,.,.
"'161925",.,.,.,.,.,.,47.1,40,.,-1,41.7,33.3,-1,-1,.,.,"GHOLSON ISD",.,-1,.,-1,50,50
"'162904",.,.,.,-1,.,.,73.3,78.3,.,.,-1,66.7,-1,50,.,.,"MCMULLEN COUNTY ISD",.,-1,-1,-1,81.8,92.9
"'163901",-1,-1,.,.,.,-1,42.9,36.9,.,.,22.6,30.9,38.2,30.4,.,.,"DEVINE ISD",.,40,17.6,14.3,49.1,47.9
"'163902",.,-1,.,.,.,.,68.4,61.1,.,.,62.5,40,66.7,20,.,.,"D'HANIS ISD",.,.,-1,-1,70,75
"'163903",-1,-1,.,.,-1,.,31.3,41.4,.,.,25,35.7,30.2,44.1,.,.,"NATALIA ISD",-1,-1,12.5,40,25,30
"'163904",-1,-1,-1,.,.,.,45.4,35.9,.,-1,29.8,16.9,36.6,24.2,-1,.,"HONDO ISD",-1,-1,14.3,0,64.4,61.4
"'163908",55.6,60,-1,40,-1,-1,46.9,42.9,42.9,33.3,29.6,27.5,41.4,38,.,-1,"MEDINA VALLEY ISD",20,45.5,13.5,15,55.2,51.2
"'164901",.,.,.,.,.,.,61.9,44.4,-1,.,41.7,40,45.5,33.3,.,.,"MENARD ISD",.,-1,-1,-1,77.8,66.7
"'165802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MIDLAND ACADEMY CHARTER SCHOOL",.,.,.,.,.,.
"'165901",72.2,50,64.7,46.4,-1,-1,46.4,39.2,42.1,24.8,33,30.9,41.7,37.3,-1,-1,"MIDLAND ISD",25,16.2,12.9,11.8,56.5,46.9
"'165902",.,-1,.,.,.,.,55.3,51.2,-1,-1,34.6,28.6,48,37.2,-1,.,"GREENWOOD ISD",-1,37.5,25,11.1,62.7,67.6
"'166901",-1,-1,.,.,.,.,51.3,39.4,32,7.7,36.1,26.3,44.4,32.7,.,.,"CAMERON ISD",.,-1,26.7,12.5,69.6,59.5
"'166902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"GAUSE ISD",.,.,.,.,.,.
"'166903",-1,-1,.,-1,.,-1,52.5,37.2,-1,.,43.8,27.8,54.5,28.6,.,.,"MILANO ISD",-1,.,16.7,0,48,39.4
"'166904",-1,-1,-1,.,.,.,45.6,40.2,36.4,50,30.8,32.8,37.5,32.6,.,.,"ROCKDALE ISD",-1,-1,12.5,6.3,52.6,46.3
"'166905",-1,-1,.,.,.,.,64.6,59.1,-1,-1,28.6,57.1,55.6,28.6,.,-1,"THORNDALE ISD",.,.,-1,-1,70.3,67.6
"'166907",-1,.,.,.,.,.,36.8,30,.,.,40,28.6,45.5,16.7,.,.,"BUCKHOLTS ISD",.,.,16.7,.,28.6,-1
"'167901",.,.,-1,-1,.,.,70.7,50.9,-1,.,46.2,27.8,54.5,12.5,.,.,"GOLDTHWAITE ISD",20,-1,-1,28.6,75,56.8
"'167902",.,-1,-1,.,.,-1,6.4,4.5,0,0,5.2,4.5,0,0,-1,.,"MULLIN ISD",-1,.,-1,-1,14.7,11.1
"'167904",.,.,.,.,.,.,30,80,.,.,-1,-1,-1,-1,.,.,"PRIDDY ISD",.,.,-1,-1,42.9,-1
"'168901",.,.,.,-1,.,.,48.5,49.2,42.9,-1,40,39.4,46.4,58.8,-1,.,"COLORADO ISD",-1,.,-1,0,55.2,36.4
"'168902",.,.,.,.,.,.,37.5,66.7,-1,-1,40,50,-1,75,.,.,"LORAINE ISD",.,-1,-1,-1,-1,-1
"'168903",.,-1,.,.,.,.,41.2,50,.,.,-1,20,0,-1,-1,-1,"WESTBROOK ISD",.,.,-1,-1,54.5,72.7
"'169901",80,-1,-1,-1,.,.,46.7,41,-1,.,42,30.2,40.9,52.2,.,-1,"BOWIE ISD",-1,-1,0,25,44.4,37.5
"'169902",-1,-1,.,.,.,.,42.6,48.2,.,.,36.4,29.2,40,30.8,-1,-1,"NOCONA ISD",-1,-1,-1,25,44.4,57.5
"'169906",.,.,.,.,.,.,42.9,14.3,.,.,20,16.7,.,.,-1,-1,"GOLD BURG ISD",.,.,-1,-1,46.2,16.7
"'169908",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MONTAGUE ISD",.,.,.,.,.,.
"'169909",.,.,.,.,.,.,45.5,25,.,.,40,33.3,.,-1,.,.,"PRAIRIE VALLEY ISD",.,.,-1,-1,45.5,18.2
"'169910",.,.,.,.,.,.,65,70,.,.,55.6,-1,-1,-1,.,.,"FORESTBURG ISD",.,.,57.1,-1,75,62.5
"'169911",.,-1,.,.,.,.,50,66.7,.,.,45.5,57.1,-1,-1,.,.,"SAINT JO ISD",.,.,.,40,62.5,63.2
"'170801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TEXAS SERENITY ACADEMY",.,.,.,.,.,.
"'170902",59.8,53.4,74.9,63.7,25,50,52,46.7,47.3,44.6,41.6,36.9,45.9,38.7,58.3,27.8,"CONROE ISD",20.7,14.1,27.5,25.1,54.7,51.4
"'170903",43.8,45.5,77.8,50,.,-1,62.5,57.1,63.2,50,39,45.7,60.5,39.5,-1,-1,"MONTGOMERY ISD",.,-1,20,21.4,63.1,60.5
"'170904",46.7,66.7,71.4,-1,.,.,48,39.1,54.1,36.8,39.8,26.1,34.6,29.6,-1,-1,"WILLIS ISD",7.9,10,13.6,8.1,55.4,45.5
