DISTRICT,D20GH19R,D20GH20R,D2RC4X19R,D2RC4X20R,D30GH19R,D30GH20R,D3RC4X19R,D3RC4X20R,D40GH19R,D40GH20R,D4RC4X19R,D4RC4X20R,DA0GH19R,DA0GH20R,DARC4X19R,DARC4X20R,DB0GH19R,DB0GH20R,DBRC4X19R,DBRC4X20R,DE0GH19R,DE0GH20R,DERC4X19R,DERC4X20R,DF0GH19R,DF0GH20R,DFRC4X19R,DFRC4X20R,DH0GH19R,DH0GH20R,DHRC4X19R,DHRC4X20R,DI0GH19R,DI0GH20R,DIRC4X19R,DIRC4X20R,DISTNAME,DL0GH19R,DL0GH20R,DLRC4X19R,DLRC4X20R,DM0GH19R,DM0GH20R,DMRC4X19R,DMRC4X20R,DR0GH19R,DR0GH20R,DRRC4X19R,DRRC4X20R,DS0GH19R,DS0GH20R,DSRC4X19R,DSRC4X20R,DW0GH19R,DW0GH20R,DWRC4X19R,DWRC4X20R
"'076903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ROBY CISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'076904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ROTAN ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'077901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"FLOYDADA ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'077902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"LOCKNEY ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'078901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"CROWELL ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'079901",.,.,.,.,-1,-1,-1,.,.,.,.,.,0,0,-1,.,0,-1,.,.,0,0,-1,.,0,0,.,.,-1,0,-1,.,.,.,.,.,"LAMAR CISD",.,-1,-1,.,0,0,-1,.,0,0,-1,.,0,0,.,.,-1,-1,.,.
"'079906",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,"NEEDVILLE ISD",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.
"'079907",-1,.,.,.,0,-1,.,.,.,.,.,.,0,15,40,-1,0,25,-1,-1,0,22.2,-1,-1,0,20,-1,.,0,16.7,-1,-1,.,.,.,.,"FORT BEND ISD",-1,-1,-1,-1,0,13.3,-1,-1,0,20,-1,-1,0,5.9,-1,-1,0,-1,-1,.
"'079910",-1,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,-1,.,.,.,-1,.,-1,.,.,-1,.,.,-1,.,-1,.,.,.,.,.,"STAFFORD MSD",.,.,.,.,-1,.,-1,.,-1,-1,.,.,-1,-1,.,.,-1,-1,.,.
"'080901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MOUNT VERNON ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'081902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"FAIRFIELD ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'081904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TEAGUE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'081905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"WORTHAM ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'081906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"DEW ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'082902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"DILLEY ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'082903",.,.,.,.,.,.,.,.,.,.,.,.,43.8,40,.,.,.,.,.,.,.,-1,.,.,50,40,.,.,50,40,.,.,.,.,.,.,"PEARSALL ISD",.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.
"'083901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"SEAGRAVES ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'083902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"LOOP ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'083903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"SEMINOLE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'084802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ODYSSEY ACADEMY INC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'084804",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"AMBASSADORS PREPARATORY ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'084901",.,.,.,.,-1,.,.,.,.,.,.,.,0,0,.,.,-1,-1,.,.,-1,0,.,.,-1,-1,.,.,-1,0,.,.,.,.,.,.,"DICKINSON ISD",.,.,.,.,0,0,.,.,0,0,.,.,0,0,.,.,-1,-1,.,.
"'084902",.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,"GALVESTON ISD",.,.,.,.,-1,-1,.,.,-1,-1,.,.,-1,-1,.,.,-1,.,.,.
"'084903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HIGH ISLAND ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'084906",.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,-1,-1,.,.,-1,.,.,.,.,.,.,.,"TEXAS CITY ISD",.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,.
"'084908",.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,"HITCHCOCK ISD",.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.
"'084909",.,.,.,.,.,.,.,.,.,.,.,.,0,12.5,.,.,.,.,.,.,.,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,"SANTA FE ISD",.,.,.,.,-1,20,.,.,-1,-1,.,.,-1,0,.,.,-1,-1,.,.
"'084910",.,-1,.,.,-1,-1,.,.,.,.,.,.,0,0,0,-1,-1,-1,-1,.,-1,-1,-1,.,0,-1,-1,.,0,0,-1,-1,.,.,.,.,"CLEAR CREEK ISD",.,.,.,-1,0,0,-1,-1,0,0,-1,-1,0,0,-1,.,0,0,-1,.
"'084911",.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.,"FRIENDSWOOD ISD",.,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.
"'085902",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.,"POST ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'085903",.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,"SOUTHLAND ISD",.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,.,.,.
"'086024",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"DOSS CONSOLIDATED CSD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'086901",.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,-1,.,.,-1,-1,.,-1,.,-1,.,.,.,.,.,"FREDERICKSBURG ISD",-1,.,.,.,-1,.,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.
"'086902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HARPER ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'087901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"GLASSCOCK COUNTY ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'088902",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.,"GOLIAD ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'089901",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,.,.,-1,.,.,.,.,.,"GONZALES ISD",.,.,-1,.,.,.,.,.,.,.,-1,.,-1,.,.,.,-1,.,.,.
"'089903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"NIXON-SMILEY CISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'089905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"WAELDER ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'090902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"LEFORS ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'090903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MCLEAN ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'090904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"PAMPA ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'090905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"GRANDVIEW-HOPKINS ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'091901",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,"BELLS ISD",.,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.
"'091902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"COLLINSVILLE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'091903",.,.,.,.,.,.,.,.,.,.,.,.,0,-1,.,.,-1,.,.,.,0,.,.,.,0,.,.,.,-1,.,.,.,.,.,.,.,"DENISON ISD",.,.,.,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,0,-1,.,.
"'091905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HOWE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'091906",.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,"SHERMAN ISD",.,-1,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.
"'091907",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TIOGA ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'091908",.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,"VAN ALSTYNE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1
"'091909",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"WHITESBORO ISD",.,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.
"'091910",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"WHITEWRIGHT ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'091913",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"POTTSBORO ISD",.,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.
"'091914",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"S AND S CISD",.,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.
"'091917",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,-1,.,.,.,.,.,.,.,"GUNTER ISD",.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.
"'091918",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TOM BEAN ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'092801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"EAST TEXAS CHARTER SCHOOLS",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'092901",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,"GLADEWATER ISD",.,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.
"'092902",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,"KILGORE ISD",.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.
"'092903",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,"LONGVIEW ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.
"'092904",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,"PINE TREE ISD",.,.,-1,.,.,.,-1,.,-1,.,-1,.,-1,.,.,.,-1,.,-1,.
"'092906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"SABINE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'092907",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"SPRING HILL ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'092908",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"WHITE OAK ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'093901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ANDERSON-SHIRO CISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'093903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"IOLA ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'093904",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.,"NAVASOTA ISD",.,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.
"'093905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"RICHARDS ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'094901",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.,"SEGUIN ISD",.,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.
"'094902",-1,-1,-1,.,.,.,.,.,-1,.,.,.,30,0,-1,.,-1,-1,.,.,-1,-1,.,.,50,-1,-1,.,20,-1,.,.,.,.,.,.,"SCHERTZ-CIBOLO-U CITY ISD",.,.,.,.,-1,-1,.,.,0,0,.,.,0,0,.,.,-1,-1,-1,.
"'094903",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"NAVARRO ISD",.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.
"'094904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MARION ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'095901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ABERNATHY ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'095902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"COTTON CENTER ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'095903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HALE CENTER ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'095904",.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,"PETERSBURG ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.
"'095905",.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,.,-1,.,.,-1,.,.,.,-1,-1,.,.,.,.,.,.,"PLAINVIEW ISD",.,.,.,.,-1,-1,.,.,-1,.,.,.,-1,-1,.,.,-1,-1,.,.
"'096904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MEMPHIS ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'096905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TURKEY-QUITAQUE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'097902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HAMILTON ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'097903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HICO ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'098901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"GRUVER ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'098903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"PRINGLE-MORSE CISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'098904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"SPEARMAN ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'099902",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"CHILLICOTHE ISD",.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.
"'099903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"QUANAH ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'100903",.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,"KOUNTZE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.
"'100904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"SILSBEE ISD",.,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.,-1
"'100905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HARDIN-JEFFERSON ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'100907",.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,"LUMBERTON ISD",.,.,.,.,.,.,.,.,-1,-1,.,.,-1,-1,.,.,-1,-1,.,.
"'100908",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"WEST HARDIN COUNTY CISD",.,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.
"'101802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"SER-NINOS CHARTER SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101803",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ARISTOI CLASSICAL ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101804",.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,.,.,.,.,"GEORGE I SANCHEZ CHARTER",-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.
"'101806",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"RAUL YZAGUIRRE SCHOOLS FOR SUCCESS",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101807",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"UNIVERSITY OF HOUSTON CHARTER SCHO",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101810",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ACADEMY OF ACCELERATED LEARNING IN",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101811",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"EXCEL ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101814",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"THE VARNETT PUBLIC SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'101815",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ALIEF MONTESSORI COMMUNITY SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
